Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0127300004120000155;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300004120000155;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогипо ул.Луначарского (от перекрестка с ул.Карла Маркса до ж.д.1К) в г.КарачевеБрянскойобласти. 2021;АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА;18.12.2020;9 267 226,77 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300004120000155;АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БРЯНСКАВТОДОР""";1 - Победитель;7 877 142,76;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЕНЬАГРОДОРСТРОЙ""";2 - Второй номер;7 923 478,89;;;;;;
№ 0127300004120000154;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300004120000154;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогипо ул.Розы Люксембург (от ул.Первомайская до гидротехнического сооружения через р.Снежеть (плотина)) в г.КарачевеБрянскойобласти. 2021;АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА;18.12.2020;2 742 983,17 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300004120000154;АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРЯНСКРЕМАВТОДОР""";1 - Победитель;2 317 820,65;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БРЯНСКАВТОДОР""";2 - Второй номер;2 331 535,57;;;;;;
№ 0127200000220006783;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000220006783;Определение поставщика завершено;"Выполнение подрядных работ по объекту: ""Ремонт автомобильнойдорогиТрубчевск-Погар на участке км 14+266 - км 25+191 в Трубчевском и Погарском районахБрянскойобласти""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;17.12.2020;116 079 188,18 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127200000220006783;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ БРЯНСКОЙ ОБЛАСТИ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУБЧЕВСКАГРОПРОМДОРСТРОЙ""";;115 498 792,23;;;;;;
№ 0127200000220006782;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000220006782;Определение поставщика завершено;"Выполнение подрядных работ по объекту: ""Ремонт  автомобильнойдорогиСуземка - Трубчевск на участках км17+890 - км19+581, км28+494 - км31+201 в Суземском и Трубчевском районахБрянскойобласти""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;17.12.2020;46 515 551,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127200000220006782;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ БРЯНСКОЙ ОБЛАСТИ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУБЧЕВСКАГРОПРОМДОРСТРОЙ""";;46 282 973,74;;;;;;
№ 0127300004920000156;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300004920000156;Определение поставщика завершено;Ремонт автомобильнойдорогипо ул. Пушкина от дома №9 с поворотом на улицу Большая Свердловская в рп. Любохна Дятьковского районаБрянскойобласти;АДМИНИСТРАЦИЯ ДЯТЬКОВСКОГО РАЙОНА;17.12.2020;4 371 975,79 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300004920000156;АДМИНИСТРАЦИЯ ПОСЕЛКА ЛЮБОХНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСФАЛЬТ МАСТЕР""";1 - Победитель;3 825 478,79;Пилюгин А. В.;2 - Второй номер;3 847 338,67;;;;;;
№ 0127200000220006752;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000220006752;Определение поставщика завершено;"Выполнение подрядных работ по объекту: ""Ремонт автомобильнойдороги""Суземка -Трубчевск""- Белая Березка на участке км 0+000- км 5+865 в Трубчевском районеБрянскойобласти""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;16.12.2020;65 034 098,87 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127200000220006752;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ БРЯНСКОЙ ОБЛАСТИ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУБЧЕВСКАГРОПРОМДОРСТРОЙ""";;65 034 098,87;;;;;;
№ 0127200000220006751;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000220006751;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогипо ул. Октябрьская в г. Сураже Суражского районаБрянскойобласти.;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;16.12.2020;6 697 035,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127200000220006751;АДМИНИСТРАЦИЯ СУРАЖСКОГО РАЙОНА БРЯНСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БРЯНСКАВТОДОР""";;6 697 035,60;;;;;;
№ 0127200000220006750;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000220006750;Определение поставщика завершено;"Выполнение подрядных работ по объекту: ""Капитальный ремонт с дооборудованием автомобильнойдороги ""Брянск- Новозыбков"" - Трубчевск"" - Выгоничи, устройство недостающего электроосвещения, тротуаров на участках  км 1+476 - км 1+960, км 4+024 - км 7+378 в Выгоничском  районеБрянскойобласти""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;16.12.2020;7 622 538,10 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127200000220006750;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ БРЯНСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛУЖСКОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ ""ЦЕНТРОЭЛЕКТРОМОНТАЖ""";1 - Победитель;7 317 636,50;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОМОНТАЖ-СЕРВИС""";2 - Второй номер;7 355 749,20;;;;;;
№ 0127300019420000038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300019420000038;Определение поставщика завершено;Оказание услуг по исполнению функций технического надзора (строительного контроля) за выполнением работ по капитальному ремонту автомобильнойдорогипо ул. Октябрьская в г. Мглин Мглинского районаБрянскойобласти;АДМИНИСТРАЦИЯ МГЛИНСКОГО РАЙОНА;16.12.2020;278 874,94 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300019420000038;АДМИНИСТРАЦИЯ МГЛИНСКОГО РАЙОНА;Собченко М. В.;1 - Победитель;13 943,28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРК""";2 - Второй номер;15 337,66;;;;;;
№ 0127200000220006744;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000220006744;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогипо ул. Ленина в г. Сураже Суражского районаБрянскойобласти.;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;16.12.2020;4 308 364,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127200000220006744;АДМИНИСТРАЦИЯ СУРАЖСКОГО РАЙОНА БРЯНСКОЙ ОБЛАСТИ;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БРЯНСКАВТОДОР""";;3 985 237,35;;;;;;
№ 0127300013120000665;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300013120000665;Определение поставщика завершено;Капитальный ремонт объекта:  Благоустройство дворовой территории многоквартирного дома (ул. Карла Маркса, 12) в Советском районе г.Брянска;БРЯНСКАЯГОРОДСКАЯ АДМИНИСТРАЦИЯ;16.12.2020;2 636 780,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300013120000665;КОМИТЕТ ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ БРЯНСКОЙ ГОРОДСКОЙ АДМИНИСТРАЦИИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙ 32""";1 - Победитель;2 359 918,10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОР 32""";2 - Второй номер;2 373 102,00;;;;;;
№ 0127300004120000153;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300004120000153;Определение поставщика завершено;"Содержание автомобильныхдорогмуниципального образования ""Карачевское городское поселение"" Карачевского муниципального районаБрянскойобласти на 2021 год";АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА;16.12.2020;7 782 783,22 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300004120000153;АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КАРАЧЕВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ""КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";;7 782 783,22;;;;;;
№ 0127300013120000664;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300013120000664;Определение поставщика завершено;Капитальный ремонт объекта:    Благоустройство дворовых  территорий многоквартирных  домов (ул.Ново-Советская,142,144, ул. Гастелло,2,4,6) в Бежицком  районе г.Брянска;БРЯНСКАЯГОРОДСКАЯ АДМИНИСТРАЦИЯ;16.12.2020;6 692 641,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300013120000664;КОМИТЕТ ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ БРЯНСКОЙ ГОРОДСКОЙ АДМИНИСТРАЦИИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРЯНСКРЕМАВТОДОР""";1 - Победитель;5 922 987,17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАЙМОНД""";2 - Второй номер;5 956 450,38;;;;;;
№ 0127300013120000663;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300013120000663;Определение поставщика завершено;Капитальный ремонт объекта:  Благоустройство дворовой территории многоквартирных  домов (ул. 22 съезда КПСС, 47,49,51А,53) в Бежицком  районе г.Брянска;БРЯНСКАЯГОРОДСКАЯ АДМИНИСТРАЦИЯ;16.12.2020;15 088 428,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300013120000663;КОМИТЕТ ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ БРЯНСКОЙ ГОРОДСКОЙ АДМИНИСТРАЦИИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНОЛИТ СТРОЙ""";1 - Победитель;13 428 700,92;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЛОТОК""";2 - Второй номер;13 504 143,06;;;;;;
№ 0127300013120000662;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300013120000662;Определение поставщика завершено;Капитальный ремонт объекта:  Благоустройство дворовой территории многоквартирных  домов (ул.Ново-Советская,117,117А) в Бежицком  районе г.Брянска;БРЯНСКАЯГОРОДСКАЯ АДМИНИСТРАЦИЯ;16.12.2020;5 454 844,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300013120000662;КОМИТЕТ ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ БРЯНСКОЙ ГОРОДСКОЙ АДМИНИСТРАЦИИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРЯНСКРЕМАВТОДОР""";1 - Победитель;4 909 359,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСТРОЙКОНТАКТ""";2 - Второй номер;4 936 633,56;;;;;;
№ 0127300020620000044;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300020620000044;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогипо ул.60 лет Октября в рп.Дубровка Дубровского районаБрянскойобласти;АДМИНИСТРАЦИЯ ДУБРОВСКОГО РАЙОНА;16.12.2020;4 383 255,43 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0127300020620000044;АДМИНИСТРАЦИЯ ДУБРОВСКОГО РАЙОНА;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ДУБРОВКААГРОПРОМДОРСТРОЙ """;;3 243 608,90;;;;;;
№ 0327100005020000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0327100005020000008;Определение поставщика завершено;благоустройство территориидорогаподъездная  с тротуаром;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""БРЯНСКОЕГОСУДАРСТВЕННОЕ УЧИЛИЩЕ (КОЛЛЕДЖ) ОЛИМПИЙСКОГО РЕЗЕРВА""";15.12.2020;1 003 800,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0327100005020000008;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""БРЯНСКОЕ ГОСУДАРСТВЕННОЕ УЧИЛИЩЕ (КОЛЛЕДЖ) ОЛИМПИЙСКОГО РЕЗЕРВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦДОРСТРОЙ""";1 - Победитель;870 000,00;Ерошов А. П.;2 - Второй номер;878 325,00;;;;;;
№ 0527300000520000060;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0527300000520000060;Определение поставщика завершено;Ремонт автомобильнойдорогипо ул. Чапаева (от ул. Первомайская до ул. Садовая) в г. НовозыбковБрянскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""БЛАГОУСТРОЙСТВО""";15.12.2020;1 518 935,64 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0527300000520000060;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""БЛАГОУСТРОЙСТВО""";;;;;;;;;;;;
№ 0527300000520000059;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0527300000520000059;Определение поставщика завершено;Ремонт автомобильнойдорогипо ул. Молодежная в с. Каташин Новозыбковского городского округаБрянскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""БЛАГОУСТРОЙСТВО""";15.12.2020;6 124 218,22 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0527300000520000059;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""БЛАГОУСТРОЙСТВО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БРЯНСКАВТОДОР""";;6 124 218,22;;;;;;
