Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0145300013020000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300013020000018;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значенияКировскогомуниципального района Ленинградской области в МО Назиевское городское поселение в 2021 году;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НАЗИЕВСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕКИРОВСКОГОМУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;29.12.2020;573 210,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300013020000018;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НАЗИЕВСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ КИРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Митрофанова ольга алексеевна -.;;573 210,00;;;;;;
№ 0121600014120000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600014120000007;Подача заявок;Ремонт участков автомобильныхдорогобщего пользования местного значения улица Советская (от дома №38 до дома №68), улица Гагарина (от дома №1 до дома №70)  в станице СтаропавловскойКировскогогородского округа Ставропольского края;СТАРОПАВЛОВСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИКИРОВСКОГОГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;29.12.2020;10 972 994,00 ₽;;;;;;;;;;;;;;
№ 0121600011820000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600011820000003;Подача заявок;Ремонт автомобильнойдорогиобщего пользования местного значения по ул. Титова (от ул. Новая до ул. Кавказская) в поселке КомсомолецКировскогогородского округа Ставропольского края;КОМСОМОЛЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИКИРОВСКОГОГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;29.12.2020;8 169 785,00 ₽;;;;;;;;;;;;;;
№ 0301300247620001974;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0301300247620001974;Работа комиссии;"Выполнение работ по ремонту подрядной организацией в рамках национального проекта ""Безопасные и качественные автомобильныедороги"" по объекту ""Ремонт ул. Ветошникова на участке от ул. Достоевского до ул. Чернышевского вКировскомрайоне городского округа город Уфа Республики Башкортостан""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ КОНКУРСНЫХ ПРОЦЕДУР"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";28.12.2020;10 922 419,87 ₽;;;;;;;;;;;;;;
№ 0129200005320002290;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0129200005320002290;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования в Ворошиловском, Советском,Кировском, Красноармейском районах Волгограда в 2021 году;КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ;28.12.2020;321 246 300,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0129200005320002290;МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КОММУНАЛЬНО-ДОРОЖНОГО СТРОИТЕЛЬСТВА, РЕМОНТА И СОДЕРЖАНИЯ;Согласование не проводилось;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОРОЖНО-СТРОИТЕЛЬНЫХ И ЭКСПЛУАТАЦИОННЫХ РАБОТ СОВЕТСКОГО РАЙОНА Г. ВОЛГОГРАДА;;;;;;;
№ 0311100007220000152;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0311100007220000152;Определение поставщика завершено;"Капитальный ремонт автомобильнойдорогиР-176 ""Вятка"" Чебоксары – Йошкар-Ола –Киров- Сыктывкар на участке км 31+500 - км 40+500, Республика Марий Эл";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";28.12.2020;992 672 020,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0311100007220000152;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";Согласование не проводилось;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙСКАВТОДОР""";;;;;;;
№ 0140300021020000056;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0140300021020000056;Определение поставщика завершено;Выполнение работ по благоустройству города Вятские ПоляныКировскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ГОРОД ВЯТСКИЕ ПОЛЯНЫКИРОВСКОЙОБЛАСТИ;28.12.2020;3 563 800,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0140300021020000056;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ГОРОД ВЯТСКИЕ ПОЛЯНЫ КИРОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА ВЯТСКИЕ ПОЛЯНЫ""";;3 563 800,00;;;;;;
№ 0145200000420002180;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002180;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения в Волховском, Киришском иКировскомрайонах Ленинградской области. ЛОТ 5.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;26.12.2020;141 058 783,42 ₽;;;;;;;;;;;;;;
№ 0340200003320015192;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0340200003320015192;Определение поставщика завершено;Выполнение работ по благоустройству дворовых территорий;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";24.12.2020;76 562 517,14 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0340200003320015192;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КИРОВСКОЕ ЖИЛИЩНОЕ УПРАВЛЕНИЕ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРДОРМОСТСТРОЙ""";;76 562 517,14;;;;;;
№ 0366200035620007368;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0366200035620007368;Работа комиссии;Выполнение работ по формированию современной городской среды на 2018-2024 годы по адресу: г. Тула, общественное пространство на ул.Кирова, д.10 и ул. Епифанская, д.125 в рамках реализации национального проекта «Жилье и городская среда»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";24.12.2020;9 749 798,82 ₽;;;;;;;;;;;;;;
№ 0140300001420000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0140300001420000029;Определение поставщика завершено;Выполнение работ по текущему содержаниюдороги инженерных сооружений города КотельничаКировскойобласти в 2021 году (второстепенныедороги);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДА КОТЕЛЬНИЧАКИРОВСКОЙОБЛАСТИ;23.12.2020;227 520,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0140300001420000029;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДА КОТЕЛЬНИЧА КИРОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Балыбердин Д. Л.;;227 520,00;;;;;;
№ 0140300001420000028;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0140300001420000028;Определение поставщика завершено;Выполнение работ по текущему содержаниюдороги инженерных сооружений города КотельничаКировскойобласти в 2021 году (центральныедороги);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДА КОТЕЛЬНИЧАКИРОВСКОЙОБЛАСТИ;23.12.2020;227 976,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0140300001420000028;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДА КОТЕЛЬНИЧА КИРОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Балыбердин Д. Л.;;227 976,00;;;;;;
№ 0340200003320015151;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0340200003320015151;Определение поставщика завершено;Выполнение работ по ремонту дворового проезда дворовой территории по адресу: 613911,Кировскаяобласть, Подосиновский район, пгт Демьяново, ул. Юбилейная, д. 1;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;997 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0340200003320015151;АДМИНИСТРАЦИЯ ДЕМЬЯНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ПОДОСИНОВСКОГО РАЙОНА КИРОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Жамкочян Ф. С.;;997 000,00;;;;;;
№ 0340200003320015150;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0340200003320015150;Определение поставщика завершено;Выполнение работ по ремонту дворового проезда дворовой территории по адресу: 613911,Кировскаяобласть, Подосиновский район, пгт Демьяново, ул. Юбилейная, д. 3;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;793 279,18 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0340200003320015150;АДМИНИСТРАЦИЯ ДЕМЬЯНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ПОДОСИНОВСКОГО РАЙОНА КИРОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Жамкочян Ф. С.;;793 279,18;;;;;;
№ 0156300008720000365;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300008720000365;Определение поставщика завершено;Выполнение работ по ремонту ул. Генерала Панфилова от ул. Ласьвинская до разворотного кольца на территорииКировскогорайона города Перми;АДМИНИСТРАЦИЯ  ГОРОДА ПЕРМИ;23.12.2020;47 674 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300008720000365;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО КИРОВСКОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙГРАД ПЛЮС""";1 - Победитель;36 093 040,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС-ГРУПП""";2 - Второй номер;36 331 410,00;;;;;;
№ 0340200003320015134;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0340200003320015134;Подача заявок;Выполнение работ по разработке проектной документации по восстановлению автобусных остановок на автомобильнойдороге Киров- Малмыж - Вятские Поляны в Нолинском районе;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;1 650 479,00 ₽;;;;;;;;;;;;;;
№ 0340200003320015133;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0340200003320015133;Подача заявок;Выполнение работ по разработке проектной документации по восстановлению автобусных остановок на автомобильнойдороге Киров- Малмыж - Вятские Поляны в Куменском районе;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;1 129 294,00 ₽;;;;;;;;;;;;;;
№ 0340200003320015132;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0340200003320015132;Подача заявок;Разработка проектной документации по устройству недостающего электроосвещения и тротуаров в д. Чуваши на автомобильнойдороге Киров – Кирово-Чепецк – Зуевка – Фаленки – граница Удмуртской Республики вКирово-Чепецком районе;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;2 640 758,00 ₽;;;;;;;;;;;;;;
№ 0340200003320015131;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0340200003320015131;Подача заявок;Разработка проектной документации на устройство недостающих тротуаров и электроосвещения на автомобильнойдороге Киров- Малмыж - Вятские Поляны, в пределах д. Теребиловка Уржумского района;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;1 633 792,00 ₽;;;;;;;;;;;;;;
№ 0340200003320015130;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0340200003320015130;Подача заявок;Разработка проектной документации по восстановлению автобусных остановок на автомобильнойдороге Киров- Малмыж - Вятские Поляны в Сунском районе;"КИРОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";23.12.2020;1 861 228,00 ₽;;;;;;;;;;;;;;
