Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0145200000420002182;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002182;Определение поставщика отменено;Выполнение работ по нанесению горизонтальной дорожной разметки, установке сигнальных столбиков и световозвращающих устройств на автомобильныхдорогахобщего пользования регионального значения во Всеволожском районеЛенинградскойобласти. ЛОТ 1.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;26.12.2020;233 808 588,00 ₽;;;;;;;;;;;;;;
№ 0345200003920000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0345200003920000042;Работа комиссии;Проведение специального обследования мест концентрации дорожно-транспортных происшествий и аварийно-опасных участков, выявленных на автомобильныхдорогахобщего пользования регионального значенияЛенинградскойобласти и разработку мероприятий, направленных на их сокращение.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕЛЕНИНГРАДСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ЛЕНИНГРАДСКОЙОБЛАСТИ""";26.12.2020;998 899,80 ₽;;;;;;;;;;;;;;
№ 0145300017220000085;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300017220000085;Определение поставщика завершено;Выполнение работ по содержанию улично-дорожной сети МО «Светогорское городское поселение»;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СВЕТОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ";26.12.2020;8 090 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300017220000085;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СВЕТОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-97""";;8 090 000,00;;;;;;
№ 0145300017420000028;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300017420000028;Определение поставщика завершено;Выполнение работ по механизированной уборке и содержаниюдорогв п. Никольский;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НИКОЛЬСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ  ПОДПОРОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ""";25.12.2020;252 080,12 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300017420000028;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НИКОЛЬСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ПОДПОРОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0372100009920000118;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000118;Определение поставщика завершено;Лот № 107: Оказание услуг по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения: автомобильнаядорогаА-215 Лодейное Поле – Вытегра – Прокшино – Плесецк – Брин-Наволок, Лодейнопольский и Подпорожский районы,Ленинградскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.12.2020;139 718 324,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000118;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЛОДЕЙНОПОЛЬСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";1 - Победитель;138 321 140,76;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСЭД""";2 - Второй номер;139 019 732,38;;;;;;
№ 0145300010020000226;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300010020000226;Определение поставщика завершено;Содержание технических средств организации дорожного движения в г. Лодейное Поле;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛОДЕЙНОПОЛЬСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;24.12.2020;358 549,07 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300010020000226;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛОДЕЙНОПОЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ЛОДЕЙНОПОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""БЛАГОУСТРОЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦМОНТАЖ""";1 - Победитель;164 932,17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКОМ""";2 - Второй номер;166 724,92;;;;;;
№ 0372100009920000117;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000117;Определение поставщика завершено;"...  сети автомобильныхдорогобщего пользования федерального значения вЛенинградскойобласти: автомобильнаядорогаР ...  Республикой Белоруссия, Гатчинский  район; автомобильнаядорогаА-120 «Санкт-Петербургское южное ... , Ломоносовский и Кировский районы; автомобильнаядорогаА-121 «Сортавала» Санкт-Петербург ...  - Сортавала - автомобильнаядорогаР-21 «Кола», Приозерский район ... ; автомобильнаядорогаА-181 «Скандинавия» Санкт-Петербург ...  Финляндской Республикой, Выборгский район; автомобильнаядорогаМ-10 «Россия» Москва - Тверь ...  - Санкт-Петербург, Тосненский район; автомобильнаядорогаА-180 «Нарва» Санкт-Петербург ... , Волосовский и Кингисеппский районы; автомобильнаядорогаР-21 «Кола» Санкт-Петербург ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.12.2020;128 058 371,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000117;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОТРАНССТРОЙ""";;128 058 371,00;;;;;;
№ 0145300010320000431;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300010320000431;Определение поставщика завершено;"Выполнение мероприятий по повышению безопасности дорожного движения, включая обустройство элементов автомобильныхдорог, на территории МО ""Кингисеппское городское поселение"" в 2021 году.";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";22.12.2020;3 529 910,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300010320000431;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" ЛЕНИНГРАДСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ЧИСТО""";;3 529 910,00;;;;;;
№ 0145200000420002131;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000420002131;Подача заявок;"Выполнение проектно-изыскательских работ по объекту: ""Устройство перехватывающей парковки в с. Старая Ладога на автомобильнойдорогеобщего пользования регионального значения ""Зуево-Новая Ладога"" в Волховском районеЛенинградскойобласти"".";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;22.12.2020;13 143 046,88 ₽;;;;;;;;;;;;;;
№ 0845300015020000709;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0845300015020000709;Подача заявок;"Оказание услуг по содержанию автомобильныхдорогместного значения МО ""Выборгский район""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНОЕ УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКАЗАМИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЫБОРГСКИЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";22.12.2020;1 618 000,00 ₽;;;;;;;;;;;;;;
№ 0145300019120000041;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300019120000041;Работа комиссии;Оказание услуг по кадастрированию автомобильныхдорогна территории МО Аннинское городское поселение;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АННИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ЛОМОНОСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;22.12.2020;94 000,00 ₽;;;;;;;;;;;;;;
№ 0145300008920000504;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300008920000504;Определение поставщика завершено;Благоустройство дворовой территории по адресу: г. Гатчина, ул. Володарского, д. 34;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГАТЧИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;22.12.2020;12 621 700,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300008920000504;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГАТЧИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;Принято решение о признании только одного участника закупки, подавшего заявку на участие в электронном аукционе, его участником. По результатам рассмотрения заявки единственного участника, данная заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. (п. 3 ч.2 ст. 71);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МАСШТАБ""";;12 621 700,00;;;;;;
№ 0145300010320000429;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300010320000429;Работа комиссии;"Оборудование пешеходных переходов по адресам: перекресток ул. Театральная - ул. Железнодорожная; у д. № 13 ул. Воровского в г. Кингисеппе в 2021 году.";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КИНГИСЕППСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""ЛЕНИНГРАДСКОЙОБЛАСТИ";21.12.2020;812 262,92 ₽;;;;;;;;;;;;;;
№ 0153300066920001325;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0153300066920001325;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования по ул. Ткачева, ул. Котова, ул. Пушкинская, ул.Ленинградская, ул. Красная, ул. Восточная, ул. Карагандинская  в г. Оренбурге;АДМИНИСТРАЦИЯ ГОРОДА ОРЕНБУРГА;18.12.2020;189 875 377,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0153300066920001325;УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ОРЕНБУРГА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-56""";;188 926 000,11;;;;;;
№ 0145300019120000040;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300019120000040;Определение поставщика завершено;Содержаниедороги проездов МО Аннинское городское поселение;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АННИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ЛОМОНОСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;18.12.2020;5 048 096,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300019120000040;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АННИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ЛОМОНОСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ ПО УБОРКЕ И БЛАГОУСТРОЙСТВУ ТЕРРИТОРИИ ""ЭНЕРГИЯ""";1 - Победитель;4 921 893,60;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТПЕТРОСТРОЙ""";2 - Второй номер;4 921 893,60;;;;;;
№ 32009818327;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009818327;Закупка завершена;«Ремонт автомобильных весов СТВА-80 с заменой грузоприемного устройства и переустановка выше уровнядороги»;"НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕНИНГРАДСКОЕДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";18.12.2020;1 430 000,00 ₽;;;;;;;;;;;;;;
№ 0145300006320000424;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300006320000424;Определение поставщика завершено;Выполнение работ по содержанию технических средств регулирования дорожного движения на территории г. Тосно;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ТОСНЕНСКИЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;17.12.2020;900 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300006320000424;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗДАНИЯМИ, СООРУЖЕНИЯМИ И ОБЪЕКТАМИ ВНЕШНЕГО БЛАГОУСТРОЙСТВА"" ТОСНЕНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТОСНЕНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ";Кириленко Н. А.;1 - Победитель;670 500,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТМЕТАЛЛКОМПЛЕКТ""";2 - Второй номер;675 000,00;;;;;;
№ 0145200000420002079;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145200000420002079;Определение поставщика завершено;Выполнение работ по ремонту моста через реку Тосна на км 34+590 автомобильнойдороги«Лисино – Корпус - Радофинниково» в Тосненском районеЛенинградскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;16.12.2020;19 935 403,22 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145200000420002079;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕММОСТ""";1 - Победитель;18 440 247,92;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРМОСТСТРОЙ""";2 - Второй номер;18 539 924,94;;;;;;
№ 32009809548;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009809548;Работа комиссии;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6631/ОАЭ-ЦДТВ/20 на право заключения договора выполнения работ по текущему ремонту котельного оборудования;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";16.12.2020;;;;;;;;;;;;;;;
