Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0330100010520000130;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000130;Подача заявок;"Защита моста через р. Сухона на км 495+590автомобильнойдорогиМ-8 ""Холмогоры"" Москва - Ярославль -Вологда-Архангельск, пос. Литега (0,2км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;12 219 595,50 ₽;;;;;;;;;;;;;;
№ 0330100010520000129;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000129;Подача заявок;"Защита моста через р. Шексна на км 84+275автомобильнойдорогиА-114Вологда- Тихвин - автомобильнаядорогаяР-21 ""Кола"",п. Шексна (0,5 км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;13 576 500,00 ₽;;;;;;;;;;;;;;
№ 0130300034320000177;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300034320000177;Определение поставщика завершено;Содержаниеавтодорогна территории городского поселения  Грязовецкое в 2021 году .;АДМИНИСТРАЦИЯ ГРЯЗОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОЛОГОДСКОЙОБЛАСТИ;16.12.2020;7 379 934,41 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300034320000177;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГРЯЗОВЕЦКОЕ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРРЕМСТРОЙ""";;7 379 934,41;;;;;;
№ 0830600001620000072;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0830600001620000072;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения в городеВологде;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";15.12.2020;167 784 231,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0830600001620000072;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС""";;167 784 231,60;;;;;;
№ 32009802639;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009802639;Закупка завершена;Выполнение комплекса работ на арендованных лесных участках Заказчика в Нюксенском лесничестве в соответствии с договором аренды от 05.08.2013 г. № 04-01-11/334-2013 в Бобровском участковом лесничестве квартал 24 выдела 8, 9, 10 делянка 1, разрубкадорогив Бобровском участковом лесничестве квартал 24 выдел 8,дорогав Бобровском участковом лесничестве квартал 24 выдел 4 с заготовкой ликвидной древесины 3247,0 куб. метров;"СПЕЦИАЛИЗИРОВАННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЛЕСНОГО ХОЗЯЙСТВАВОЛОГОДСКОЙОБЛАСТИ ""ВОЛОГОДСКОЕЛЕСОХОЗЯЙСТВЕННОЕ ОБЪЕДИНЕНИЕ""";15.12.2020;1 948 200,00 ₽;;;;;;;;;;;;;;
№ 0330100010520000128;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000128;Подача заявок;"Разработка рабочей документации по объекту: ""Капитальный ремонт моста через реку Ошта на км 119+714 автомобильнойдорогиА-215 Лодейное Поле -  Вытегра - Прокшино - Плесецк - Брин-Наволок,Вологодскаяобласть""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.12.2020;5 849 417,00 ₽;;;;;;;;;;;;;;
№ 0130300005720000038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300005720000038;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогв городе НикольскеВологодскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НИКОЛЬСК;10.12.2020;1 504 320,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300005720000038;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НИКОЛЬСК;;;;;;;;;;;;
№ 32009785711;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009785711;Закупка завершена;Оказание услуг по проведению предрейсовых медицинских осмотров (водителей) структурных подразделений филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Вологда;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";10.12.2020;67 100,00 ₽;;;;;;;;;;;;;;
№ 0830600001620000071;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0830600001620000071;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения в городеВологде;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";09.12.2020;315 528 866,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0830600001620000071;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";Согласование не проводилось;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГИСТРАЛЬ""";;;;;;;
№ 0130300000520000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300000520000016;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения, дорожных сооружений Усть-Кубинского муниципального районаВологодскойобласти;АДМИНИСТРАЦИЯ УСТЬ - КУБИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;09.12.2020;1 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300000520000016;АДМИНИСТРАЦИЯ УСТЬ - КУБИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Долганов А. Н.;;1 500 000,00;;;;;;
№ 0130200002420004024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420004024;Подача заявок;Ремонт автомобильнойдорогиКузнецовка-Большое Село-Антоново вВологодскомрайонеВологодскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАВОЛОГОДСКОЙОБЛАСТИ;08.12.2020;304 448 750,00 ₽;;;;;;;;;;;;;;
№ 0130200002420004021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420004021;Определение поставщика завершено;Ремонт автомобильнойдорогиНовинка-Нестерово в Череповецком районеВологодскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАВОЛОГОДСКОЙОБЛАСТИ;08.12.2020;146 323 010,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420004021;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕРЕПОВЕЦДОРСТРОЙ""";1 - Победитель;145 591 394,95;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""";2 - Второй номер;145 591 394,96;;;;;;
№ 0130200002420004020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420004020;Подача заявок;Ремонт автомобильнойдорогиА-114-Ирма-Камешник в Шекснинском районеВологодскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАВОЛОГОДСКОЙОБЛАСТИ;08.12.2020;290 641 420,00 ₽;;;;;;;;;;;;;;
№ 32009777758;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009777758;Закупка завершена;Приобретение оборудования для буксировочных канатныхдорог;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТАВОЛОГОДСКОЙОБЛАСТИ ""ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ""";08.12.2020;240 020,00 ₽;;;;;;;;;;;;;;
№ 32009773560;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009773560;Закупка завершена;Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства №П-79/6880 на право заключения договора на поставку МТР на объект: «Строительство III главного путиВологдаI –ВологдаII Северной железнойдороги».;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";08.12.2020;625 940,83 ₽;;;;;;;;;;;;;;
№ 0830600001620000067;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0830600001620000067;Определение поставщика завершено;"Выполнение работ по ремонту проездов и дворовых территорий многоквартирных домов на территории муниципального образования ""ГородВологда""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";04.12.2020;22 947 193,31 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0830600001620000067;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГИСТРАЛЬ""";;22 947 193,31;;;;;;
№ 32009761057;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009761057;Закупка завершена;Выполнение работ по  объекту «Достопримечательное место «Комплекс первоначальных построекВологодско-Архангельской линии Северной железнойдороги.Станция Няндома», г. Няндома, Архангельская обл;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РАСЧЕТНО-КАССОВЫЙ ЦЕНТР ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" НЯНДОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА АРХАНГЕЛЬСКОЙ ОБЛАСТИ";03.12.2020;55 218 820,77 ₽;;;;;;;;;;;;;;
№ 32009755979;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009755979;Закупка отменена;Выполнение работ по  объекту «Достопримечательное место «Комплекс первоначальных построекВологодско-Архангельской линии Северной железнойдороги.Станция Няндома», г. Няндома, Архангельская обл.;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РАСЧЕТНО-КАССОВЫЙ ЦЕНТР ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" НЯНДОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА АРХАНГЕЛЬСКОЙ ОБЛАСТИ";02.12.2020;55 218 820,77 ₽;;;;;;;;;;;;;;
№ 32009743394;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009743394;Работа комиссии;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6447/ОАЭ-ЦТ/20 на право заключения договора поставки воды бутилированной для подразделений Октябрьской дирекции тяги – структурного подразделения Дирекции тяги – филиала ОАО «РЖД»;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";30.11.2020;;;;;;;;;;;;;;;
№ 0130200002420003876;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420003876;Определение поставщика завершено;Услуги частной охраны (Выставление поста охраны);КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАВОЛОГОДСКОЙОБЛАСТИ;27.11.2020;858 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420003876;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНАЯ ОХРАННАЯ ОРГАНИЗАЦИЯ ""ЭГИДА""";;853 710,00;;;;;;
№ 0130300030320000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300030320000023;Определение поставщика завершено;Выполнение работ по содержанию (обслуживанию) автомобильныхдорогместного значения и сооружений на них в границах Тарногского и Заборского сельских поселений Тарногского районаВологодскойобласти. с 1 января 2021 года по 30 июня 2021 года).;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТАРНОГСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";27.11.2020;6 039 219,52 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300030320000023;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТАРНОГСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙ""";;6 039 219,52;;;;;;
№ 0150200003920001096;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0150200003920001096;Определение поставщика завершено;Выполнение комплекса работ по содержанию автомобильныхдорогобщего пользования регионального и межмуниципального значения в Пестовском муниципальном районе Новгородской области и Устюженском муниципальном районеВологодскойобласти, протяжённостью 470,109  км на 2021 - 2022 годы;АДМИНИСТРАЦИЯ ГУБЕРНАТОРА НОВГОРОДСКОЙ ОБЛАСТИ;27.11.2020;107 540 892,53 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0150200003920001096;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ НОВГОРОДСКОЙ ОБЛАСТИ ""НОВГОРОДАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-РЕМОНТНОЕ ПРЕДПРИЯТИЕ-53""";1 - Победитель;106 465 483,61;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИД""";2 - Второй номер;107 003 188,07;;;;;;
№ 0330300051920000123;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330300051920000123;Определение поставщика завершено;Благоустройство придомовой территории, расположенной по адресу: пос.Дубровское, ул. Школьная, д. 8;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РАСЧЕТНО-АНАЛИТИЧЕСКИЙ ЦЕНТРВОЛОГОДСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";27.11.2020;814 238,09 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330300051920000123;АДМИНИСТРАЦИЯ ВОЛОГОДСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКБ-СТРОЙ-СЕРВИС""";;810 166,90;;;;;;
№ 0330300077620000076;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330300077620000076;Определение поставщика завершено;Выполнение работ по благоустройству общественной территории у здания почты в г. КирилловеВологодскойобласти;АДМИНИСТРАЦИЯ КИРИЛЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;26.11.2020;470 070,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330300077620000076;АДМИНИСТРАЦИЯ КИРИЛЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;Морозов Д. Е.;1 - Победитель;353 846,85;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСИСТЕМА""";2 - Второй номер;356 197,20;;;;;;
