Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0818500000820007173;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007173;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (9 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007171;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007171;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (15 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007170;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007170;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (14 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007169;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007169;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (13 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007168;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007168;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (12 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007167;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007167;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (11 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007166;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007166;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (10 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007165;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007165;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (8 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;19 202 320,00 ₽;;;;;;;;;;;;;;
№ 32009832211;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009832211;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение работ по капитальному ремонту автомобильнойдорогиМ-4 «Дон» Москва – Воронеж – Ростов –на – Дону –Краснодар– Новороссийск на участке км 1494+000 – км 1503+000,Краснодарскийкрай(с привлечением к исполнению договора субподрядчиков (соисполнителей) из числа субъектов малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;1 541 721 150,00 ₽;;;;;;;;;;;;;;
№ 32009830880;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830880;Подача заявок;...дорогаМ-4 «Дон» - от Москвы через Воронеж, Ростов-на-Дону,Краснодар...дорогиМ-4 «Дон» - от Москвы через Воронеж, Ростов-на-Дону,Краснодар...  до Новороссийска,Краснодарскийкрай». Этап I. ...;"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;299 146 580,00 ₽;;;;;;;;;;;;;;
№ 32009830060;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830060;Подача заявок;Конкурс в электронной форме на право заключения Договора на разработку проектно-сметной и технической документации по объекту: АвтомобильнаядорогаМ-4 «Дон» Москва - Воронеж - Ростов-на-Дону -Краснодар- Новороссийск. Капитальный ремонт водопропускной трубы на км 886+339. Проход по н.п. Тарасовский, Ростовская область» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;1 491 840,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007159;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0818500000820007159;Подача заявок;"Устройство пункта весового и габаритного контроля транспортных средств на объекте: ""Автомобильнаядорогаст-ца Гурийская - ст-ца Черниговская - ст-ца Рязанская, км 52+360 в Белореченском районе""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";22.12.2020;57 252 721,20 ₽;;;;;;;;;;;;;;
№ 0818500000820007121;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007121;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (7 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007120;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007120;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (6 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007119;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007119;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (5 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007117;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007117;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (4 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007116;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007116;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (3 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007115;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007115;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (2 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0818500000820007114;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0818500000820007114;Работа комиссии;Выполнение работ по содержаниюдорогрегионального или межмуниципального значенияКраснодарскогокрая (установка элементов обустройства: аппаратно-программных комплексов (камер) фотовидеофиксации нарушений правил дорожного движения) в 2021 году (1 этап);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";21.12.2020;16 802 030,00 ₽;;;;;;;;;;;;;;
№ 0318300119420001887;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0318300119420001887;Определение поставщика завершено;"Выполнение строительно-монтажных работ по объекту: ""Капитальный ремонт ул. им. Дмитрия Благоева от дома № 7 по ул. им. Дмитрия Благоева до ул. им. Василия Мачуги в г.Краснодаре""";УПРАВЛЕНИЕ ЗАКУПОК АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДКРАСНОДАР;21.12.2020;41 029 486,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0318300119420001887;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД КРАСНОДАР ""ЦЕНТР МОНИТОРИНГА ДОРОЖНОГО ДВИЖЕНИЯ И ТРАНСПОРТА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""ДОРТРАНССЕРВИС""";;41 029 486,00;;;;;;
№ 0818500000820007017;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0818500000820007017;Подача заявок;"Выполнение проектно-изыскательских работ по объекту: ""Капитальный ремонт автомобильнойдорогис.Учдере - с.Верхнее Учдере на км 0+300 в городском округе город-курорт Сочи""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕКРАСНОДАРСКОГОКРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";17.12.2020;10 814 498,40 ₽;;;;;;;;;;;;;;
