Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0158300020321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300020321000001;Подача заявок;Капитальныйремонт автомобильнойдорогипо ул. Лиманная в д. Золотарево Андреево-Мелентьевского сельского поселения Неклиновского районаРостовскойобласти;АДМИНИСТРАЦИЯ НЕКЛИНОВСКОГО РАЙОНА;12.01.2021;9 125 290,00 ₽;;;;;;;;;;;;;;
№ 0858300001821000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0858300001821000001;Подача заявок;Реконструкция проспекта Ленина с прилегающей территорией в  г. НовошахтинскеРостовскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА НОВОШАХТИНСКА ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА""";11.01.2021;209 972 700,00 ₽;;;;;;;;;;;;;;
№ 32109878670;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109878670;Закупка завершена;Работы по восстановлению асфальтового покрытия проезжей частидорогик складам по адресу:Ростовскаяобл., г. Таганрог, ул. Александровская, 128;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЕ ХОЗЯЙСТВО""";11.01.2021;369 014,53 ₽;;;;;;;;;;;;;;
№ 32109878515;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109878515;Закупка завершена;Работы по восстановлению асфальтового покрытия проезжей частидорогик складам по адресу:Ростовскаяобл., г. Таганрог, пер. Смирновский, д. 137/4;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЕ ХОЗЯЙСТВО""";11.01.2021;388 486,78 ₽;;;;;;;;;;;;;;
№ 32009875561;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009875561;Работа комиссии;Конкурентный отбор в электронной форме № 177/КОТЭ-ДЖВ/20 на право заключения договора оказания услуг технического обслуживания парковки (вокзалРостов-Главный);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";31.12.2020;561 600,00 ₽;;;;;;;;;;;;;;
№ 32009875415;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009875415;Закупка завершена;закупка у единственного поставщика услуг по дезинсекции и дератизации объектов и территории и по акарицидной обработке от клещей территорий Дирекции аварийно-восстановительных средств Северо-Кавказской железнойдорогиСеверо - Кавказского Дорожного филиала по железнодорожному транспорту ФБУЗ «ЦГиЭ в РО»;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ ВРОСТОВСКОЙОБЛАСТИ""";31.12.2020;332 137,80 ₽;;;;;;;;;;;;;;
№ 0358200016220000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358200016220000013;Определение поставщика завершено;Перевозка (транспортировка в целях дальнейшей утилизации) с территории Заказчика «Народного военно-исторического музейного комплекса «Самбекские высоты»(Ростовскаяобл., Неклиновский район, Самбекское поселение, 350 метровавтодорогиМатвеев-Курган-с.Куйбышево-г.Снежное (до границы Украины)) жидких бытовых отходов (ЖБО);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫРОСТОВСКОЙОБЛАСТИ ""ТАГАНРОГСКИЙ ГОСУДАРСТВЕННЫЙ ЛИТЕРАТУРНЫЙ И ИСТОРИКО-АРХИТЕКТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";30.12.2020;2 475 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0358200016220000013;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ РОСТОВСКОЙ ОБЛАСТИ ""ТАГАНРОГСКИЙ ГОСУДАРСТВЕННЫЙ ЛИТЕРАТУРНЫЙ И ИСТОРИКО-АРХИТЕКТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";Калиниченко екатерина игоревна -.;1 - Победитель;816 750,00;Гиренко леонид владимирович -.;2 - Второй номер;829 125,00;;;;;;
№ 0310200000320003122;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0310200000320003122;Подача заявок;"Ремонт дворовых территорий по ул. С. Разина, 9;ул. Щегрена, 8;ул. Ватутина,  72/54;ул.Ростовская, 14;";УПРАВЛЕНИЕ РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ ПО ПРОВЕДЕНИЮ ЗАКУПОК ДЛЯ ГОСУДАРСТВЕННЫХ НУЖД;30.12.2020;3 507 094,00 ₽;;;;;;;;;;;;;;
№ 0358300284520000148;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300284520000148;Подача заявок;Выполнение работ по промывке (прочистке) и ремонту сетей ливневой канализации на улично-дорожной сети городаРостова-на-Дону.;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ  УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ Г.РОСТОВА-НА-ДОНУ""";30.12.2020;60 000 000,00 ₽;;;;;;;;;;;;;;
№ 32009872003;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009872003;Работа комиссии;Поставка бутилированной воды для нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.12.2020;73 944,00 ₽;;;;;;;;;;;;;;
№ 32009871981;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009871981;Работа комиссии;Поставка овощей и соли служебным собакамРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.12.2020;62 524,35 ₽;;;;;;;;;;;;;;
№ 0358200016220000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358200016220000011;Определение поставщика завершено;Услуги по доступу к информационно-коммуникационной сети Интернет «Народного военно-исторического музейного комплекса «Самбекские высоты»(Ростовскаяобл., Неклиновский район, Самбекское поселение, 350 метровавтодорогиМатвеев-Курган-с.Куйбышево-г.Снежное (до границы Украины);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫРОСТОВСКОЙОБЛАСТИ ""ТАГАНРОГСКИЙ ГОСУДАРСТВЕННЫЙ ЛИТЕРАТУРНЫЙ И ИСТОРИКО-АРХИТЕКТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";29.12.2020;457 523,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0358200016220000011;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ РОСТОВСКОЙ ОБЛАСТИ ""ТАГАНРОГСКИЙ ГОСУДАРСТВЕННЫЙ ЛИТЕРАТУРНЫЙ И ИСТОРИКО-АРХИТЕКТУРНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ ТЕЛЕКОММУНИКАЦИИ""";1 - Победитель;96 800,00;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";2 - Второй номер;99 212,38;;;;;;
№ 32009865569;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009865569;Работа комиссии;Оказание услуг по вывозу и утилизации ЖБО для нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге(СК ст.Ростов-Товарный, СК-15);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";29.12.2020;285 600,00 ₽;;;;;;;;;;;;;;
№ 32009864663;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009864663;Подача заявок;...  геоинформационной системы автомобильныхдорогГосударственной компании «Российские автомобильныедороги»: М-1 «Беларусь ... , М-4 «Дон» Москва – Воронеж –Ростов-на-Дону – Краснодар – Новороссийск, М ... -Санкт-Петербург», А 105 «Подъезднаядорогаот Москвы к аэропорту Домодедово ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";29.12.2020;18 269 254,00 ₽;;;;;;;;;;;;;;
№ 32009858441;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009858441;Закупка завершена;Поставка субпродуктов служебным собакам нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";28.12.2020;479 133,90 ₽;;;;;;;;;;;;;;
№ 32009858406;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009858406;Закупка завершена;Поставка круп для  корма  служебным собакам нуждРостовскогоотряда филиала ФГП ВО ЖДТ России на Северо-Кавказской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";28.12.2020;324 179,13 ₽;;;;;;;;;;;;;;
№ 0364100001820000078;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001820000078;Подача заявок;Проведение строительного контроля при осуществлении строительства объекта: «Расходы на мероприятия по повышению уровня обустройства автомобильныхдорогфедерального значения. Строительство пешеходного перехода в разных уровнях на км 16+230 автомобильнойдорогиА-135 подъезднаядорогаот автомобильнойдорогиМ-4 «Дон» к г.Ростов-на-Дону,Ростовскаяобласть»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";26.12.2020;1 800 454,00 ₽;;;;;;;;;;;;;;
№ 0364100001820000077;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001820000077;Подача заявок;Расходы на мероприятия по повышению уровня обустройства автомобильныхдорогфедерального значения. Строительство пешеходного перехода в разных уровнях на км 16+230 автомобильнойдорогиА-135 подъезднаядорогаот автомобильнойдорогиМ-4 «Дон» к г.Ростов-на-Дону,Ростовскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";26.12.2020;39 099 874,00 ₽;;;;;;;;;;;;;;
№ 0371300150220000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0371300150220000024;Работа комиссии;Выполнение работ по содержанию технических средств организации дорожного движения в городском поселенииРостов(в части технического  обслуживания светофорных объектов, установке, замене и восстановлению дорожных знаков);"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""РОДНОЙ ГОРОД"" ГОРОДСКОГО ПОСЕЛЕНИЯРОСТОВ";26.12.2020;793 132,80 ₽;;;;;;;;;;;;;;
№ 32009851730;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009851730;Подача заявок;"Открытый аукцион в электронной форме № 6867/ОАЭ-ТЭ/20 на право заключения договора выполнения комплекса строительно-монтажных работ, включая поставку оборудования, по объектам ""Техническое перевооружение ТП Стройдеталь ст.Ростов"" и ""Техническое перевооружение ТП-1 ст. Рыбинск-Пасс"", расположенным в границах Северной железнойдороги";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";25.12.2020;120 596 376,00 ₽;;;;;;;;;;;;;;
№ 32009838085;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009838085;Работа комиссии;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4566/ЗКТЭ-С-КАВ/20 на право заключения договора оказания услуг по организации и проведению культурно-массовых мероприятий во дворце культуры железнодорожников на ст.Ростов-Главный;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";23.12.2020;1 502 400,00 ₽;;;;;;;;;;;;;;
№ 32009832211;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009832211;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение работ по капитальному ремонту автомобильнойдорогиМ-4 «Дон» Москва – Воронеж –Ростов–на – Дону – Краснодар – Новороссийск на участке км 1494+000 – км 1503+000, Краснодарский край(с привлечением к исполнению договора субподрядчиков (соисполнителей) из числа субъектов малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;1 541 721 150,00 ₽;;;;;;;;;;;;;;
№ 32009830880;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830880;Подача заявок;...  объекту АвтомобильнаядорогаМ-4 «Дон» - от Москвы через Воронеж,Ростов-на ... +300 автомобильнойдорогиМ-4 «Дон» - от Москвы через Воронеж,Ростов-на ...;"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;299 146 580,00 ₽;;;;;;;;;;;;;;
№ 0358300077220000285;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0358300077220000285;Определение поставщика завершено;Поставка шлагбаума автоматического;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ОРЛОВСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ";22.12.2020;49 818,33 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0358300077220000285;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ОРЛОВСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ";;;;;;;;;;;;
№ 32009830060;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009830060;Подача заявок;Конкурс в электронной форме на право заключения Договора на разработку проектно-сметной и технической документации по объекту: АвтомобильнаядорогаМ-4 «Дон» Москва - Воронеж -Ростов-на-Дону - Краснодар - Новороссийск. Капитальный ремонт водопропускной трубы на км 886+339. Проход по н.п. Тарасовский,Ростовскаяобласть» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";22.12.2020;1 491 840,00 ₽;;;;;;;;;;;;;;
№ 0158300026720000061;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300026720000061;Определение поставщика завершено;Устройство выравнивающего слоя на автомобильныхдорогахобщего пользования местного значения Орловского районаРостовскойобласти.;АДМИНИСТРАЦИЯ  ОРЛОВСКОГО  РАЙОНА;21.12.2020;11 588 435,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300026720000061;АДМИНИСТРАЦИЯ ОРЛОВСКОГО РАЙОНА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСТОВСКОЙ ОБЛАСТИ ""РОСТОВАВТОДОР""";;11 530 492,82;;;;;;
№ 0158300010120000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300010120000042;Определение поставщика завершено;"Ремонт и содержание автомобильныхдорогобщего пользования местного значения  муниципального образования ""Ремонтненский район"" в 2021 году";АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;21.12.2020;4 288 564,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300010120000042;АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСТОВСКОЙ ОБЛАСТИ ""РОСТОВАВТОДОР""";;4 288 564,00;;;;;;
№ 0158300010120000041;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300010120000041;Определение поставщика завершено;"Ремонт и содержание автомобильныхдорогобщего пользования местного значения  муниципального образования ""Ремонтненский район ""в 2021 году";АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;21.12.2020;4 860 460,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300010120000041;АДМИНИСТРАЦИЯ РЕМОНТНЕНСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСЕЛОВСКОЕ ДСУ""";;4 860 460,00;;;;;;
№ 0158300018020000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300018020000029;Определение поставщика завершено;Содержание автомобильныхдорогв зимний период 2021 года на территории Константиновского городского поселенияРостовскойобласти;АДМИНИСТРАЦИЯ КОНСТАНТИНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;18.12.2020;2 499 776,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300018020000029;АДМИНИСТРАЦИЯ КОНСТАНТИНОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОНСТАНТИНОВСКАЯ СТРОИТЕЛЬНАЯ ФИРМА ""ДОНРЫБСТРОЙ""";;2 487 277,00;;;;;;
№ 0158300053120000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0158300053120000035;Определение поставщика завершено;Выполнение комплекса работ по содержанию муниципальных автомобильныхдорогобщего пользования местного значения Заветинского районаРостовскойобласти в 2021 году;АДМИНИСТРАЦИЯ ЗАВЕТИНСКОГО РАЙОНАРОСТОВСКОЙОБЛАСТИ;18.12.2020;2 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0158300053120000035;АДМИНИСТРАЦИЯ ЗАВЕТИНСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЗАВЕТИНСКОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА;1 - Победитель;1 970 000,00;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСТОВСКОЙ ОБЛАСТИ ""РОСТОВАВТОДОР""";2 - Второй номер;1 980 000,00;;;;;;
