Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0164200003020002736;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002736;Определение поставщика завершено;Ремонт  улицы Нижней в с. Бондари Бондарского районаТамбовскойобласти (II -этап);КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;28.09.2020;1 680 090,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002736;АДМИНИСТРАЦИЯ БОНДАРСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОНДАРСКАЯ ДОРОЖНО-СТРОИТЕЛЬНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""";;1 680 090,00;;;;;;
№ 0864500000220003335;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000220003335;Определение поставщика завершено;Ремонт участка автомобильнойдорогипо ул. Октябрьская в с. Пичаево, Пичаевского районаТамбовскойобласти;"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";28.09.2020;901 589,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000220003335;АДМИНИСТРАЦИЯ ПИЧАЕВСКОГО СЕЛЬСОВЕТА ПИЧАЕВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОГИ 68""";;901 589,00;;;;;;
№ 0164200003020002724;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002724;Определение поставщика завершено;"выполнение работ по ремонту тротуаров на автомобильнойдороге""Каспий"" - Жердевка - Токаревка - Мордово - Мельгуны - Волчки - ""Орел-Тамбов"" (с. Шехмань км 160+680 - км 162+000 (лево), км 162+072 - км 162+330 (лево), км 162+425 - км 163+405 (лево), км 160+680 - км 162+00 (право), км 162+072 - км 163+405 (право)), Петровский район";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;28.09.2020;23 701 790,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002724;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТАМБОВАВТОДОР""";;В течение десяти минут после начала проведения электронного аукциона ни один из его участников не подал предложение о цене контракта (ч.20 ст.68 44-ФЗ). По результатам рассмотрения вторых частей заявок принято решение о соответствии требованиям, установленным документацией об электронном аукционе, двух и более вторых частей заявок.;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИНЭК""";1 - Победитель;23 701 790,00;;;;;;
№ 0164200003020002723;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002723;Определение поставщика завершено;"выполнение работ по ремонту тротуаров на автомобильнойдороге ""Тамбов-Пенза"" - Рассказово - Уварово - Мучкапский (с. Верхнеспасское км 13+000 - км 15+300 вправо), Рассказовский район";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;28.09.2020;13 782 300,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002723;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТАМБОВАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАЛ-МАКС""";;13 782 300,00;;;;;;
№ 0164200003020002722;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002722;Определение поставщика завершено;Ремонт (устройство тротуаров) по улицам Коммунальной, Мира, Б. Советской, 50 лет ВЛКСМ, Победы, в р.п. Дмитриевка Никифоровского района,Тамбовскойобласти.;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;25.09.2020;4 544 544,54 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002722;АДМИНИСТРАЦИЯ ДМИТРИЕВСКОГО ПОССОВЕТА НИКИФОРОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОГИ 68""";1 - Победитель;3 749 249,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВИЛОН-СЕРВИС""";2 - Второй номер;3 771 972,06;;;;;;
№ 0164200003020002720;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002720;Определение поставщика завершено;"выполнение работ по ремонту тротуаров на автомобильнойдороге ""Тамбов-Пенза"" - Калаис - Шиновка км 12+037 - км 12+455 (право) , г. Кирсанов";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;25.09.2020;1 745 550,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002720;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТАМБОВАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ДОРОЖНО-СТРОИТЕЛЬНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА ""КИРСАНОВСКАЯ""";;1 745 550,00;;;;;;
№ 0164200003020002719;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002719;Определение поставщика завершено;"выполнение работ по ремонту тротуаров на автомобильнойдороге ""Тамбов- Пенза"" - Калаис - Шиновка - Кирсанов км 13+530 - км 15+693, г. Кирсанов";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;25.09.2020;9 448 550,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002719;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТАМБОВАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАНДАРТСТРОЙ""";;9 448 550,00;;;;;;
№ 0164200003020002718;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002718;Определение поставщика завершено;"выполнение работ по ремонту тротуаров на автомобильнойдорогеМичуринск- Петровское- ""Орел-Тамбов"" (с. Петровское км 37+036 - км 37+703, км 38+000 - км 39+127, км 36+640 - км 37+000, км 38+851 - км 39+000, км 39+000 - км 39+297), Петровский район";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;25.09.2020;11 824 820,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002718;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТАМБОВАВТОДОР""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;Родионов Д. А.;;11 765 695,90;;;;;;
№ 0164200003020002717;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002717;Определение поставщика завершено;"выполнение работ по ремонту тротуаров на автомобильнойдороге""Каспий"" - подъезд к р.п. Первомайский км 0+660 - км 1+750 и км 1+980 - км 2+210, Первомайский район";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;25.09.2020;2 225 340,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002717;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТАМБОВАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАНДОРА-ГРУПП""";1 - Победитель;2 102 946,30;Касымов К. А.;2 - Второй номер;2 114 073,00;;;;;;
№ 0864500000220003310;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000220003310;Определение поставщика завершено;Ремонт тротуара  вдоль автомобильнойдорогипо улице  Обводная в р.п. Ржакса  Ржаксинского  районаТамбовскойобласти;"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";25.09.2020;626 080,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000220003310;АДМИНИСТРАЦИЯ РЖАКСИНСКОГО ПОССОВЕТА РЖАКСИНСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;Лаврентьев А. В.;;622 949,60;;;;;;
№ 0864500000220003300;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000220003300;Определение поставщика завершено;"Ремонт участкаавтодороги""Моршанск-Пичаево""-Байловка 2-я-пос. Октябрьский (Пичаевский лесхоз) км 0+700 - км 6+500 Пичаевского районаТамбовскойобласти";"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";25.09.2020;572 651,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000220003300;АДМИНИСТРАЦИЯ ПИЧАЕВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;Касымов К. А.;;569 787,74;;;;;;
№ 0164300016520000603;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300016520000603;Определение поставщика завершено;Выполнение работ для муниципальных нужд городского округа-городТамбовпо ремонту подъездныхдорогк д/с «Буратино» по бульвару Энтузиастов, 30 и к д/с «Радуга» в районе домов №№120 и 124 по ул. Мичуринской в городеТамбове;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА И ПРОДАЖ АДМИНИСТРАЦИИ ГОРОДАТАМБОВА ТАМБОВСКОЙОБЛАСТИ;25.09.2020;2 993 139,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300016520000603;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ГОРОДСКИХ ДОРОГ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДСУ ""РАССКАЗОВО""";1 - Победитель;2 559 130,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСАП-КОМПЛЕКТ""";2 - Второй номер;2 574 095,70;;;;;;
№ 0360200054020000116;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0360200054020000116;Определение поставщика завершено;Ремонт автоподъезда к р.п. Степное от автомобильнойдороги«Р-208 «Тамбов-Пенза» – Саратов - Пристанное – Ершов – Озинки – граница c Республикой Казахстан» на участке км 0+000 – км 1+000, км 10+200 – км 12+400 в Советском районе Саратовской области;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";25.09.2020;55 815 067,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0360200054020000116;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАН""";1 - Победитель;39 628 697,48;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САДОР""";2 - Второй номер;39 907 772,82;;;;;;
№ 0164200003020002709;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002709;Определение поставщика завершено;"Выполнение работ по текущему ремонту автомобильнойдороги""Мичуринск - Петровское - ""Орел-Тамбов"" - подъезд к станции Никольское"" Мичуринского районаТамбовскойобласти (устройство тротуаров по улице Молодежной в с.Борщевое, по улицам Советской, Гражданской в с.Устье)";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;24.09.2020;4 400 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002709;АДМИНИСТРАЦИЯ МИЧУРИНСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВИЛОН-СЕРВИС""";1 - Победитель;3 718 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРТРАНС""";2 - Второй номер;3 740 000,00;;;;;;
№ 0164300016520000599;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300016520000599;Определение поставщика завершено;Выполнение работ по периодическому обследованию мостовых сооружений, расположенных на автомобильныхдорогахместного значения в городеТамбове;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА И ПРОДАЖ АДМИНИСТРАЦИИ ГОРОДАТАМБОВА ТАМБОВСКОЙОБЛАСТИ;24.09.2020;1 750 708,10 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300016520000599;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СПЕЦДОРСЕРВИС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ДОРОЖНОГО ПРОЕКТИРОВАНИЯ""";1 - Победитель;1 258 640,26;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСБ-ИНЖИНИРИНГ""";2 - Второй номер;1 267 393,80;;;;;;
№ 0164300016520000598;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300016520000598;Определение поставщика завершено;Выполнение работ по периодическому обследованию мостовых сооружений, расположенных на автомобильныхдорогахместного значения в городеТамбове;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА И ПРОДАЖ АДМИНИСТРАЦИИ ГОРОДАТАМБОВА ТАМБОВСКОЙОБЛАСТИ;24.09.2020;561 179,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300016520000598;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СПЕЦДОРСЕРВИС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ДОРОЖНОГО ПРОЕКТИРОВАНИЯ""";1 - Победитель;397 194,10;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТРАНСПОРТНОГО СТРОИТЕЛЬСТВА""";2 - Второй номер;400 000,00;;;;;;
№ 0164300016520000597;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300016520000597;Определение поставщика завершено;Выполнение работ по периодическому обследованию мостовых сооружений, расположенных на автомобильныхдорогахместного значения в городеТамбове;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА И ПРОДАЖ АДМИНИСТРАЦИИ ГОРОДАТАМБОВА ТАМБОВСКОЙОБЛАСТИ;24.09.2020;680 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300016520000597;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СПЕЦДОРСЕРВИС""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ДОРОЖНОГО ПРОЕКТИРОВАНИЯ""";;676 600,00;;;;;;
№ 0164300039720000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164300039720000023;Определение поставщика завершено;"Устройство баскетбольной площадки и тротуаров в МБОУ ДО ""Детский лагерь ""Вислый Бор"" Моршанского районаТамбовскойобласти";АДМИНИСТРАЦИЯ МОРШАНСКОГО РАЙОНАТАМБОВСКОЙОБЛАСТИ;24.09.2020;996 535,69 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164300039720000023;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКИЙ ЛАГЕРЬ ""ВИСЛЫЙ БОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС""";;996 535,69;;;;;;
№ 0164200003020002680;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002680;Определение поставщика завершено;Ремонт автомобильнойдорогипо ул. Гагарина от д. 1 до д.13 с. Пересыпкино 1-е Гавриловского районаТамбовскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;23.09.2020;2 435 680,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002680;АДМИНИСТРАЦИЯ ГАВРИЛОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ГАВРИЛОВСКОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАСТЕР""";;2 423 501,60;;;;;;
№ 0364100001820000055;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001820000055;Определение поставщика завершено;Проведение строительного контроля при осуществлении капитального ремонта объекта: «Капитальный ремонт автомобильнойдорогиР-22 «Каспий» автомобильнаядорогаМ-4 «Дон –Тамбов– Волгоград – Астрахань на участке км 609+350 – км 617+000 (1 этап), Воронежская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.09.2020;19 969 216,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0364100001820000055;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР - ДОРСЕРВИС""";1 - Победитель;19 969 216,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИВО-СЕРВИС""";2 - Второй номер;9 969 216,00;;;;;;
№ 0164200003020002658;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0164200003020002658;Определение поставщика завершено;"Ремонт автомобильнойдороги""Обход г.Тамбова- Крутые Выселки"", протяженностью 2,5 км вТамбовскомрайонеТамбовскойобласти";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАТАМБОВСКОЙОБЛАСТИ;21.09.2020;28 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0164200003020002658;АДМИНИСТРАЦИЯ ТАМБОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМБОВАГРОПРОМДОРСТРОЙ""";1 - Победитель;21 517 500,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙСЕРВИС""";2 - Второй номер;21 660 000,00;;;;;;
№ 0864500000220003263;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000220003263;Определение поставщика завершено;Выполнение работ по благоустройству (текущий ремонт) территории  кладбища в с. Третьи Левые Ламки Сосновского районаТамбовскойобласти.;"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";21.09.2020;516 066,50 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000220003263;АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО СЕЛЬСОВЕТА СОСНОВСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНДСЕРВИС""";;516 066,50;;;;;;
№ 0864500000220003229;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000220003229;Определение поставщика завершено;Обустройство зоны отдыха в парке р.п. Ржакса Ржаксинского районаТамбовскойобласти;"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";18.09.2020;165 301,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000220003229;АДМИНИСТРАЦИЯ РЖАКСИНСКОГО ПОССОВЕТА РЖАКСИНСКОГО РАЙОНА ТАМБОВСКОЙ ОБЛАСТИ;Анисимов В. В.;1 - Победитель;147 117,78;Шарапова Н. В.;2 - Второй номер;147 944,29;;;;;;
№ 0864500000220003227;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0864500000220003227;Определение поставщика завершено;Выполнение работ по устройству линий электроснабжения светофорных объектов по адресам: г.Тамбов, пешеходный переход по улице Рылеева, в районе дома №58 и пешеходный переход по улице Рылеева, в районе дома №59;"ТАМБОВСКОЕОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";18.09.2020;351 462,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0864500000220003227;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СПЕЦДОРСЕРВИС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЙФУН""";1 - Победитель;314 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРБАТСТРОЙМОНТАЖ""";2 - Второй номер;316 242,69;;;;;;
