Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0857200000220000381;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000381;Определение поставщика завершено;Аккумуляторные батареи для автотранспорта (идентификационный номер: 7745-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";25.12.2020;940 062,38 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0857200000220000381;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКБ-ИНВЕСТ""";1 - Победитель;686 245,64;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРВ АВТО""";2 - Второй номер;690 945,95;;;;;;
№ 0857200000220000380;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000380;Определение поставщика завершено;Ножи грейдерные (идентификационный номер: 7712-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";25.12.2020;1 997 644,78 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0857200000220000380;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0336100012520000147;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000147;Подача заявок;Строительный контроль при проведении работ по объекту: «Ремонт автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов –Псковна участке км 90+000 – км 101+400, Новгородская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.12.2020;3 163 040,80 ₽;;;;;;;;;;;;;;
№ 0372100009920000119;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000119;Определение поставщика завершено;"Лот № 108: Оказание услуг по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения: АвтомобильнаядорогаА-122 автомобильнаядорогаА-114 - Устюжна - Крестцы - Яжелбицы - Великие Луки - Невель (автомобильнаядорогаШимск – Старая Русса – Локня – Великие Луки, Локнянский, Новосокольнический и Великолукский районы,Псковскаяобласть; автомобильнаядорогаВеликие Луки – Невель, Великолукский и Невельский районы,Псковскаяобласть; автомобильнаядорогаНевель – Козлово, Невельский район,Псковскаяобласть)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.12.2020;259 666 365,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000119;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ПСКОВА""";1 - Победитель;258 368 033,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БАЛТИЙСКИЙ БЕРЕГ""";2 - Второй номер;258 368 033,00;;;;;;
№ 0857200000220000379;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000379;Определение поставщика завершено;Битум  нефтяной дорожный (идентификационный номер: 7746-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";24.12.2020;14 947 777,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0857200000220000379;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-ТОРГОВАЯ КОМПАНИЯ ""ТРАНСКОМ""";;14 947 777,00;;;;;;
№ 0372100009920000117;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100009920000117;Определение поставщика завершено;"...  автомобильныхдорогобщего пользования федерального значения в Ленинградской области: автомобильнаядорогаР ... -23 Санкт-Петербург -Псков- Пустошка - Невель - граница ...  с Республикой Белоруссия, Гатчинский  район; автомобильнаядорога... , Ломоносовский и Кировский районы; автомобильнаядорогаА-121 «Сортавала» Санкт-Петербург ...  - Сортавала - автомобильнаядорогаР-21 «Кола», Приозерский район ... ; автомобильнаядорогаА-181 «Скандинавия» Санкт-Петербург ...  Финляндской Республикой, Выборгский район; автомобильнаядорогаМ-10 «Россия» Москва - Тверь ...  - Санкт-Петербург, Тосненский район; автомобильнаядорогаА-180 «Нарва» Санкт-Петербург ... , Волосовский и Кингисеппский районы; автомобильнаядорогаР-21 «Кола» Санкт-Петербург ...";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.12.2020;128 058 371,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009920000117;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОТРАНССТРОЙ""";;128 058 371,00;;;;;;
№ 0336100012520000145;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000145;Подача заявок;Строительный контроль при проведении работ по объекту: «Капитальный ремонт автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов –Псковна участке км 4+397 – км 38+650, Новгородская область. II этап км 17+667 – км 38+650»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";22.12.2020;23 923 839,40 ₽;;;;;;;;;;;;;;
№ 32009831466;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009831466;Закупка завершена;Поставка асфальтобетонной смеси тип В марка 2  для выполнения Покупателем работ по восстановлению  асфальтобетонного покрытияавтодорогтолщиной 8 см и тротуаров толщиной 5 см, нарушенного при проведении ремонтных работ на сетях водопровода и канализации в г. Великие ЛукиПсковскойобласти по договору № 179/05-20К от 12.05.2020г, для выполнения Покупателем комплекса работ в рамках исполнения МК от 17 января 2020 года № 0157300002019000382-01/01  по адресу ул. Веселая.;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ДОРОЖНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ Г. ВЕЛИКИЕ ЛУКИ""";22.12.2020;999 250,00 ₽;;;;;;;;;;;;;;
№ 0157300015720000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300015720000019;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования муниципального значения р.п. Локня Локнянского районаПсковскойобласти;АДМИНИСТРАЦИЯ  ЛОКНЯНСКОГО  РАЙОНА;21.12.2020;1 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0157300015720000019;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ЛОКНЯ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ ""ДОРСЕРВИС""";;52 325,18;;;;;;
№ 0857200000220000378;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000378;Определение поставщика завершено;Сжиженный газ (идентификационный номер: 7711-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";21.12.2020;590 620,90 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0857200000220000378;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0157300022320000062;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300022320000062;Определение поставщика завершено;"Выполнение работ по содержанию автомобильныхдорогобщего пользования местного  значения и искусственных дорожных сооружений на них в 1,2,3,4 кварталах  2021 года на территории сельского поселения ""Новоржевская волость"" в Новоржевском районеПсковскойобласти.";АДМИНИСТРАЦИЯ  НОВОРЖЕВСКОГО РАЙОНА;18.12.2020;3 113 933,84 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0157300022320000062;АДМИНИСТРАЦИЯ НОВОРЖЕВСКОГО РАЙОНА;Соколов Н. В.;1 - Победитель;2 958 237,14;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";2 - Второй номер;2 973 806,81;;;;;;
№ 0157300022320000061;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300022320000061;Определение поставщика завершено;"Выполнение работ по содержанию автомобильныхдорогобщего пользования местного  значения и искусственных дорожных сооружений на них в 1,2,3,4 кварталах 2021 года на территории сельского поселения ""Вехнянская волость"" в Новоржевском районеПсковскойобласти.";АДМИНИСТРАЦИЯ  НОВОРЖЕВСКОГО РАЙОНА;18.12.2020;2 270 854,24 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0157300022320000061;АДМИНИСТРАЦИЯ НОВОРЖЕВСКОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Соколов Н. В.;;2 270 854,24;;;;;;
