Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0137200001220006238;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006238;Определение поставщика завершено;Техническое обслуживание  программного обеспечения АСУНО действующей сети автомобильныхдорогобщего пользования Калужской области на 2021-2022 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;01.12.2020;1 830 400,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006238;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНДРАКС""";;1 830 400,00;;;;;;
№ 0137200001220006221;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006221;Определение поставщика завершено;Оказание услуг по обеспечению работы и содержанию метеорологических систем мониторинга погодных условий и прогнозирования условий движения на автомобильныхдорогахобщего пользования Калужской области на 2021-2022 гг. (Зона 1);МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;01.12.2020;11 506 368,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006221;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОМЕТЕОС""";1 - Победитель;11 448 836,16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТОЙ ВЕК""";2 - Второй номер;11 448 836,16;;;;;;
№ 0137200001220006220;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006220;Определение поставщика завершено;Оказание услуг по обеспечению работы и содержанию метеорологических систем мониторинга погодных условий и прогнозирования условий движения на автомобильныхдорогахобщего пользования Калужской области на 2021-2022 гг. (Зона 2);МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;01.12.2020;12 465 232,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006220;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОМЕТЕОС""";1 - Победитель;12 402 905,84;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТОЙ ВЕК""";2 - Второй номер;12 402 905,84;;;;;;
№ 0137200001220006204;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006204;Определение поставщика завершено;Выполнение работ по ремонту автомобильныхдорогна территории МО «ГородКалуга»;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;30.11.2020;238 331 722,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006204;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЕДИНОГО ЗАКАЗА ГОРОДСКОГО ХОЗЯЙСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЕ СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""";1 - Победитель;168 023 863,91;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДСК-ЛОГИСТИКА""";2 - Второй номер;169 215 522,53;;;;;;
№ 32009744224;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009744224;Подача заявок;"Конкурс в электронной форме на право заключения Договора на разработку проектно-сметной и технической документации по объекту: ""АвтомобильнаядорогаМ-3 «Украина» Москва -Калуга- Брянск - граница с Украиной. Ремонт моста через реку Брынь на км 253+906, Калужская область"" (участниками которого могут являться только субъекты малого и среднего предпринимательства)";"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;2 132 250,00 ₽;;;;;;;;;;;;;;
№ 32009740196;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009740196;Подача заявок;Конкурс в электронной форме на право заключения Договора на разработку проектно-сметной и технической документации по объекту: «АвтомобильнаядорогаМ-3 «Украина» Москва -Калуга- Брянск - граница с Украиной. Капитальный ремонт моста через реку Гбень на км 418+200, Брянская область» (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""РОССИЙСКИЕ АВТОМОБИЛЬНЫЕДОРОГИ""";30.11.2020;3 589 650,00 ₽;;;;;;;;;;;;;;
№ 32009739344;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009739344;Закупка завершена;Оказание услуг по проведению периодических проверок на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств в Брянском отряде филиала ФГП ВО ЖДТ России на Московской железнойдорогев г.Калуга;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";30.11.2020;470 000,00 ₽;;;;;;;;;;;;;;
№ 0859200001120014591;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0859200001120014591;Определение поставщика завершено;"Выполнение подрядных работ по реконструкции автомобильнойдороги: отавтодороги ""Калуга- Тула - Михайлов - Рязань"" - Секиотово - Мельгуново в Рязанском районе Рязанской области";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК РЯЗАНСКОЙ ОБЛАСТИ""";27.11.2020;335 966 575,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0859200001120014591;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ДОРОГ РЯЗАНСКОЙ ОБЛАСТИ""";Согласование получено;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРУППА КОМПАНИЙ ""АЛЬЯНС""";;;;;;;
№ 0137200001220006074;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006074;Определение поставщика завершено;Выполнение работ по содержанию автомобильнойдорогиобщего пользования   Погореловка-Пятницкое в Перемышльском районе Калужской области на 2021 – 2022 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;25.11.2020;1 773 060,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006074;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАВТОДОР""";;1 773 060,00;;;;;;
№ 0137200001220006073;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006073;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования  регионального или межмуниципального значения в Спас-Деменском районе Калужской области на 2021 – 2022 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;25.11.2020;7 336 903,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006073;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРА""";;7 336 903,00;;;;;;
№ 0137200001220006072;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006072;Определение поставщика завершено;"Выполнение работ по содержанию автомобильнойдорогиобщего пользования   ""Козельск-Киреевское-Чернышено""-Юрино-граница Тульской области в Козельском районе Калужской области на 2021 – 2022 гг.";МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;25.11.2020;2 720 991,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006072;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАВТОДОР""";;2 720 991,00;;;;;;
№ 0137200001220006071;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006071;Определение поставщика завершено;Выполнение работ по содержанию автомобильнойдорогиобщего пользования  Пятницкое-Варваренки в Бабынинском районе Калужской области на 2021 – 2022 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;25.11.2020;6 377 775,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006071;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАВТОДОР""";;6 377 775,00;;;;;;
№ 0137200001220006064;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006064;Определение поставщика завершено;Выполнение работ по содержанию автомобильнойдорогиобщего пользования  М-3 «Украина»-Шлиппово-Соболевка-Дабужа в Сухиничском районе Калужской области на 2021 – 2022 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;25.11.2020;3 080 149,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006064;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАВТОДОР""";;3 080 149,00;;;;;;
№ 0137200001220006063;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006063;Определение поставщика завершено;Выполнение работ по содержанию автомобильнойдорогиобщего пользования  «Ульяново-Крапивна-Мелихово» в Ульяновском районе Калужской области на 2021 – 2022 гг.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;25.11.2020;767 552,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006063;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАВТОДОР""";;767 552,00;;;;;;
№ 32009721544;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009721544;Закупка завершена;Выполнение работ согласно техническому заданию по объекту: «ПИР «Реконструкция ВЛ-10кВ № 2 ПС «Шанская», ВЛ-0,4кВ №2 МТП №204 Михали лесхоз по объекту: «Реконструкцияавтодорогид. Михали – д. Кусково до границы с Московской областью в Износковском районе», на основании муниципального контракта о снятии ограничений по использованию земельного участка № 401020207 от 24.01.2019 г.» для нужд филиала «Калугаэнерго» ПАО «МРСК Центра и Приволжья»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖРЕГИОНАЛЬНАЯ РАСПРЕДЕЛИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ ЦЕНТРА И ПРИВОЛЖЬЯ""";25.11.2020;116 164,80 ₽;;;;;;;;;;;;;;
№ 0137200001220006016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0137200001220006016;Определение поставщика завершено;Выполнение работ по содержанию светофорных объектов на автомобильныхдорогахрегионального и межмуниципального значения Калужской области (Зона 1) на 2021-2024 года.;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;24.11.2020;25 042 842,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0137200001220006016;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАДОРЗАКАЗЧИК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ЗНАКЪ""";;25 042 842,00;;;;;;
