Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0328300032820000729;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300032820000729;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения в городеВладимире;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА АДМИНИСТРАЦИИ ГОРОДАВЛАДИМИРА;30.12.2020;3 997 319,61 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0328300032820000729;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК-СТРОЙ""";;3 977 333,01;;;;;;
№ 0328300032820000728;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300032820000728;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения в городеВладимире;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА АДМИНИСТРАЦИИ ГОРОДАВЛАДИМИРА;30.12.2020;3 997 319,61 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0328300032820000728;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛАДАВТОДОР""";1 - Победитель;3 797 453,61;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК-СТРОЙ""";2 - Второй номер;3 797 453,61;;;;;;
№ 0328300032820000727;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300032820000727;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения в городеВладимире;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА АДМИНИСТРАЦИИ ГОРОДАВЛАДИМИРА;30.12.2020;3 997 319,61 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0328300032820000727;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;;В течение десяти минут после начала проведения электронного аукциона ни один из его участников не подал предложение о цене контракта (ч.20 ст.68 44-ФЗ). По результатам рассмотрения вторых частей заявок принято решение о соответствии требованиям, установленным документацией об электронном аукционе, двух и более вторых частей заявок.;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК-СТРОЙ""";1 - Победитель;3 997 319,61;;;;;;
№ 0315100000320000141;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0315100000320000141;Подача заявок;Выполнение работ по объекту «Капитальный ремонт автомобильнойдорогиМ-7 «Волга» Москва –Владимир– Нижний Новгород – Казань – Уфа, подъезд к городу Пермь на участке км 429+810 – км 440+000, Пермский край»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";30.12.2020;1 610 142 370,00 ₽;;;;;;;;;;;;;;
№ 0121300021920000074;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300021920000074;Работа комиссии;Выполнение работ по ремонту автомобильныхдорогобщего пользования, расположенных на территории селаВладимировкав 2021 году;АДМИНИСТРАЦИЯ ЛЕВОКУМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;30.12.2020;11 349 204,49 ₽;;;;;;;;;;;;;;
№ 0832200006620001153;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832200006620001153;Подача заявок;"Содержаниеавтодороги22 ОП РЗ 22К-0101 М-7 ""Волга"" Москва -Владимир- Нижний Новгород - Казань - Уфа, подъезд к г. Нижний Новгород, км 399+000-км 405+000  в городах областного значения Дзержинск, Нижний Новгород Нижегородской области";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗА НИЖЕГОРОДСКОЙ ОБЛАСТИ""";29.12.2020;8 980 506,00 ₽;;;;;;;;;;;;;;
№ 0315100000320000140;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000320000140;Подача заявок;Строительный контроль по объекту «Капитальный ремонт автомобильнойдорогиМ-7 «Волга» Москва –Владимир– Нижний Новгород – Казань – Уфа, подъезд к городу Пермь на участке км 429+810 – км 440+000, Пермский край»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;40 840 940,00 ₽;;;;;;;;;;;;;;
№ 0311100007220000153;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311100007220000153;Подача заявок;"Строительство и реконструкция участков автомобильнойдорогиМ-7 ""Волга"" Москва -Владимир- Нижний Новгород - Казань - Уфа. Строительство моста через реку Сура на км 582+300 автомобильнойдорогиМ-7 ""Волга"" Москва -Владимир- Нижний Новгород - Казань - Уфа, Чувашская Республика (2-ая очередь строительства)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;14 058 387 940,00 ₽;;;;;;;;;;;;;;
№ 0128200000120008331;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0128200000120008331;Подача заявок;"Осуществление строительного контроля за выполнением работ по объекту: ""Строительство автомобильнойдороги""Рпенский проезд"" в г.Владимире""";ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;29.12.2020;26 620 660,00 ₽;;;;;;;;;;;;;;
№ 0328300036720000201;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300036720000201;Определение поставщика завершено;Выполнение работ по содержанию территории(дорог, тротуаров и переходов, общественных пространств) муниципального образования город Кольчугино Кольчугинского районаВладимирскойобласти на 2021 год;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ КОЛЬЧУГИНСКОГО РАЙОНА""";28.12.2020;28 085 045,05 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0328300036720000201;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВА И ДОРОЖНОГО ХОЗЯЙСТВА КОЛЬЧУГИНСКОГО РАЙОНА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-17""";;28 085 045,05;;;;;;
№ 32009857997;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009857997;Закупка завершена;Выполнение комплекса работ (комплекса мероприятий) по обеспечению постановки на кадастровый учет земельных участков из состава земель лесного фонда в границах полосы отвода автомобильнойдорогина территории лесничествВладимирской, Нижегородской областей, необходимых для размещения автомобильнойдорогиГосударственной компании М-12 «Строящаяся скоростная автомобильнаядорога«Москва – Нижний-Новгород – Казань» для нужд ФГБУ «Рослесинфорг»;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОСЛЕСИНФОРГ""";28.12.2020;4 997 700,00 ₽;;;;;;;;;;;;;;
№ 0328300034720000059;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300034720000059;Подача заявок;Выполнение работ по нанесению дорожной разметки на автомобильныедорогиобщего пользования местного значения МО «Город Покров»;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ГОРОДА ПОКРОВ ""ЦЕНТР МУНИЦИПАЛЬНЫХ УСЛУГ""";28.12.2020;276 577,20 ₽;;;;;;;;;;;;;;
№ 0128300006620000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128300006620000008;Работа комиссии;Выполнение работ по содержанию дорожного хозяйства и благоустройства МО г. Струнино в  2021 году,;АДМИНИСТРАЦИЯ ГОРОДА СТРУНИНО АЛЕКСАНДРОВСКОГО РАЙОНАВЛАДИМИРСКОЙОБЛАСТИ;28.12.2020;4 000 000,00 ₽;;;;;;;;;;;;;;
№ 0120300000620000128;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0120300000620000128;Определение поставщика завершено;Выполнение работ по зимнему  содержанию автомобильныхдорогв границахВладимиро-Александровского сельского поселения Партизанского муниципального района;АДМИНИСТРАЦИЯ ПАРТИЗАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПРИМОРСКОГО КРАЯ;28.12.2020;1 072 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0120300000620000128;АДМИНИСТРАЦИЯ ПАРТИЗАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПРИМОРСКОГО КРАЯ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИК ВОСТОК""";;1 072 000,00;;;;;;
№ 0128200000120008255;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000120008255;Подача заявок;"Выполнение работ, в рамках капитального ремонта, асфальтирование Больничного городка Струнинской городской больницы государственного бюджетного учреждения здравоохраненияВладимирскойобласти «Александровская районная больница» по адресу: Александровский район, г. Струнино, Больничный городок, д. 1 для нужд ГБУЗ ВО ""АРБ";ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;28.12.2020;2 497 396,00 ₽;;;;;;;;;;;;;;
№ 32009848989;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009848989;Закупка отменена;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6827/ОАЭ-ДЖВ/20 на право заключения договора по оказанию услуг уборки вокзальных комплексов;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";25.12.2020;;;;;;;;;;;;;;;
№ 0128300004520000057;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128300004520000057;Работа комиссии;Выполнение работ по ремонту поврежденных и установке новых дорожных знаков на территории города Киржач Киржачского районаВладимирскойобласти;АДМИНИСТРАЦИЯ ГОРОДА КИРЖАЧ КИРЖАЧСКОГО РАЙОНАВЛАДИМИРСКОЙОБЛАСТИ;25.12.2020;609 000,00 ₽;;;;;;;;;;;;;;
№ 32009832202;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009832202;Закупка завершена;Выполнение работ по содержанию действующей сети автомобильныхдорогмежмуниципального значения Вязниковского районаВладимирскойобласти с дорожными элементами и сооружениями на них и наплавного моста через р.Клязьма.;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕВЛАДИМИРСКОЙОБЛАСТИ ""ДОРОЖНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №3""";22.12.2020;10 799 980,00 ₽;;;;;;;;;;;;;;
№ 0328300034720000058;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300034720000058;Определение поставщика отменено;Выполнение работ по нанесению дорожной разметки на автомобильныедорогиобщего пользования местного значения МО «Город Покров»;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ГОРОДА ПОКРОВ ""ЦЕНТР МУНИЦИПАЛЬНЫХ УСЛУГ""";22.12.2020;276 577,00 ₽;;;;;;;;;;;;;;
№ 0128300005320000202;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128300005320000202;Определение поставщика завершено;Ямочный ремонт автомобильныхдорогпо ул. Интернациональная, ул. Калинина, ул. Курловская, ул. Славнова, пр. Теплицкий, пр. 50 лет Советской Власти, ул. Каховского, ул. Пролетарская г. Гусь-ХрустальныйВладимирскойобласти;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ГУСЬ-ХРУСТАЛЬНЫЙВЛАДИМИРСКОЙОБЛАСТИ;21.12.2020;200 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0128300005320000202;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА"" Г.ГУСЬ-ХРУСТАЛЬНЫЙ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛИМП""";1 - Победитель;197 000,00;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВЛАДИМИРСКОЙ ОБЛАСТИ ""ДОРОЖНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №3""";2 - Второй номер;199 000,00;;;;;;
№ 32009810864;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009810864;Закупка завершена;Оказание услуг по проведению предрейсового и послерейсового медицинских осмотров водителейВладимирскогоотряда филиала ФГП ВО ЖДТ России на Горьковской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;228 852,00 ₽;;;;;;;;;;;;;;
№ 0128200000120007761;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000120007761;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Нижняя Дуброва (от д. 22 до д. 52 по ул. Нижняя Дуброва) в городеВладимире;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;16.12.2020;47 411 745,56 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0128200000120007761;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТРАССА""";1 - Победитель;47 174 686,83;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ АСТ""";2 - Второй номер;47 174 686,83;;;;;;
№ 0128200000120007757;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000120007757;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Мира (от Октябрьского проспекта до ул. Горького) в городеВладимире;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;16.12.2020;16 879 347,63 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0128200000120007757;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛАДИМИРСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""";1 - Победитель;16 794 950,89;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ АСТ""";2 - Второй номер;16 794 950,89;;;;;;
№ 0128200000120007741;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000120007741;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо Октябрьскому проспекту (от д.45 до д.22 по Октябрьскому проспекту) в городеВладимире;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;16.12.2020;9 934 775,41 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0128200000120007741;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИМИРА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ АСТ""";1 - Победитель;9 885 101,53;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛАДИМИРСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""";2 - Второй номер;9 885 101,53;;;;;;
