Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0160300034221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300034221000001;Подача заявок;"Выполнение работ по содержанию зеленых зон и территорий общего пользования и дорожных сооружений на автомобильныхдорогахобщего пользования местного значения в Заводском районе муниципального образования ""ГородСаратов"" в 2021 году.";"АДМИНИСТРАЦИЯ ЗАВОДСКОГО РАЙОНА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДСАРАТОВ""";12.01.2021;3 610 120,78 ₽;;;;;;;;;;;;;;
№ 0160300005421000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300005421000001;Подача заявок;Приобретение дорожно-эксплуатационной техники, необходимой для выполнения комплекса работ по поддержанию надлежащего технического состояния автомобильныхдорогобщего пользования Ивантеевского муниципального района.;АДМИНИСТРАЦИЯ ИВАНТЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;11.01.2021;651 666,67 ₽;;;;;;;;;;;;;;
№ 32109879664;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109879664;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ...дорогойфедерального значения Р-158 «Нижний Новгород – Арзамас – Саранск – Исса – Пенза –Саратов... » до пересечения с автомобильнойдорогойрегионального значения 22К ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;306 516 490,00 ₽;;;;;;;;;;;;;;
№ 32109879548;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109879548;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ...  (от пересечения с автомобильнойдорогойрегионального значения 17К-2 «Муром ...дорогойфедерального значения Р-158 «Нижний Новгород – Арзамас – Саранск – Исса – Пенза –Саратов...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;352 336 620,00 ₽;;;;;;;;;;;;;;
№ 0160300001121000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300001121000003;Подача заявок;Зимнее содержаниедорогХвалынского муниципального районаСаратовскойобласти;АДМИНИСТРАЦИЯ ХВАЛЫНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;11.01.2021;550 000,00 ₽;;;;;;;;;;;;;;
№ 32009873061;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009873061;Закупка завершена;Услуги по проведению государственной экспертизы проектной документации и результатов инженерных изысканий по объекту: «Строительство автомобильнойдорогипо ул. Зыбина П.М. в границах VI, VII микрорайонов жилого района «Солнечный-2» Кировского района г.Саратова»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРОЕКТНОЕ ПРЕДПРИЯТИЕ ""ИНСТИТУТСАРАТОВГРАЖДАНПРОЕКТ"" САРАТОВСКОЙОБЛАСТИ";30.12.2020;631 260,00 ₽;;;;;;;;;;;;;;
№ 0160300018420000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300018420000021;Определение поставщика завершено;Содержание автомобильныхдорог, расположенных на территории р.п.Мокроус Федоровского муниципального районаСаратовскойобласти;АДМИНИСТРАЦИЯ МОКРОУССКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ФЕДОРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;30.12.2020;4 470 555,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300018420000021;АДМИНИСТРАЦИЯ МОКРОУССКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ФЕДОРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК - МОКРОУС""";;4 470 555,00;;;6436903932;;;
№ 0160300002720000078;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300002720000078;Работа комиссии;Выполнение работ по благоустройству общественных территорий муниципального образования «ГородСаратов» - Набережная Космонавтов (от ул. Бабушкин взвоз до ул. Московской);"КОМИТЕТ ДОРОЖНОГО ХОЗЯЙСТВА, БЛАГОУСТРОЙСТВА И ТРАНСПОРТА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДСАРАТОВ""";29.12.2020;27 858 324,00 ₽;;;;;;;;;;;;;;
№ 0160300042020000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300042020000014;Определение поставщика завершено;зимнее содержание  автомобильныхдорогв границах Базарно – Карабулакского муниципального  районаСаратовскойобласти;АДМИНИСТРАЦИЯ БАЗАРНО-КАРАБУЛАКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;29.12.2020;700 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300042020000014;АДМИНИСТРАЦИЯ БАЗАРНО-КАРАБУЛАКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАКТ""";;700 000,00;;;6404002357;;;
№ 0860600001120000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0860600001120000004;Определение поставщика завершено;Зимнее содержаниедорог, находящихся в собственности Базарно – Карабулакского муниципального образования Базарно – Карабулакского муниципального районаСаратовскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УЧРЕЖДЕНИЕ ПО ХОЗЯЙСТВЕННОМУ ОБСЛУЖИВАНИЮ БАЗАРНО-КАРАБУЛАКСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ""";29.12.2020;500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0860600001120000004;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УЧРЕЖДЕНИЕ ПО ХОЗЯЙСТВЕННОМУ ОБСЛУЖИВАНИЮ БАЗАРНО-КАРАБУЛАКСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАКТ""";;500 000,00;;;6404002357;;;
№ 0160300001720000051;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300001720000051;Определение поставщика завершено;Выполнение работ по ремонту и содержанию автомобильныхдорог, инженерных сооружений и тротуаров города Калининска Калининского муниципального районаСаратовскойобласти (Работы строительные по строительству автомагистралей, автомобильныхдорог, улично-дорожной сети и прочих автомобильных или пешеходныхдорог, и взлетно-посадочных полос аэродромов);АДМИНИСТРАЦИЯ КАЛИНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;28.12.2020;6 700 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300001720000051;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КАЛИНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛИНИНСКОЕ ДРСУ №1""";;6 700 000,00;;;6415901885;;;
№ 0855200000520003248;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0855200000520003248;Определение поставщика завершено;Обустройство нерегулируемого пешеходного перехода на км 39+674 автомобильнойдороги«пгт. Колышлей – с. Малая Сердоба – с. Саполга» - «г. Нижний Новгород – г.Саратов» Малосердобинского района Пензенской области;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПЕНЗЕНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОК ПЕНЗЕНСКОЙ ОБЛАСТИ""";28.12.2020;612 803,26 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0855200000520003248;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА ПЕНЗЕНСКОЙ ОБЛАСТИ""";Юнеев Д. Д.;1 - Победитель;436 935,98;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЕТТЕХПРОМ""";2 - Второй номер;440 000,00;;;;;;
№ 32009851337;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009851337;Закупка завершена;Поставка строительных и хозяйственных товаров для оборудования и оснащения железнодорожного вагона (теплушки) при сопровождении грузов работникамиСаратовскогоотряда филиала Предприятия на Приволжской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";25.12.2020;679 394,92 ₽;;;;;;;;;;;;;;
№ 0360200054020000152;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0360200054020000152;Определение поставщика завершено;"Ремонт верхового сооружения эстакады через реку Гуселка на км 8+275 автомобильнойдороги ""Саратов– Усть-Курдюм"" на участке км 7+895 – км 15+000 вСаратовскомрайонеСаратовскойобласти";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАРАТОВСКОЙОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";23.12.2020;104 372 967,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0360200054020000152;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОГРЕЙД""";;103 851 102,76;;;;;;
№ 0360300079420000021;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0360300079420000021;Определение поставщика завершено;Выполнение работ по очистке от снегадорогавтомобильных, в том числе улично-дорожной сети, сел Воскресенского МРСаратовскойобласти;АДМИНИСТРАЦИЯ ВОСКРЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;22.12.2020;916 655,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0360300079420000021;АДМИНИСТРАЦИЯ ВОСКРЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка (ч. 14 ст. 82.3 Закона № 44-ФЗ). Заявка соответствует требованиям.;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГИСТРАЛЬ""";;916 500,00;;;6441018355;;;
№ 0160300018420000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300018420000020;Определение поставщика завершено;Содержание автомобильныхдорог, расположенных на территории р.п.Мокроус Федоровского муниципального районаСаратовскойобласти;АДМИНИСТРАЦИЯ МОКРОУССКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ФЕДОРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;22.12.2020;4 470 555,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300018420000020;АДМИНИСТРАЦИЯ МОКРОУССКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ФЕДОРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;;;;;;;;;;;
№ 0160300052620000105;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300052620000105;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения Марксовского муниципального районаСаратовскойобласти в 2021 году (для субъектов малого предпринимательства, социально ориентированных некоммерческих организаций).;АДМИНИСТРАЦИЯ МАРКСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;22.12.2020;4 188 400,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300052620000105;АДМИНИСТРАЦИЯ МАРКСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР""";;4 188 400,00;;;6428005340;;;
№ 32009827064;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009827064;Закупка завершена;Поставка бытовой химии и инвентаря для нуждСаратовского, Волгоградского, Астраханского отрядов ВО  ФГП ВО ЖДТ России на Приволжской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";21.12.2020;201 157,55 ₽;;;;;;;;;;;;;;
№ 0160300052620000104;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300052620000104;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения Марксовского муниципального районаСаратовскойобласти в 2021 году (для субъектов малого предпринимательства, социально ориентированных некоммерческих организаций).;АДМИНИСТРАЦИЯ МАРКСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;21.12.2020;655 072,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300052620000104;АДМИНИСТРАЦИЯ МАРКСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРКССТРОЙ-С""";;655 072,00;;;6443015303;;;
№ 0160300005120000054;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300005120000054;Определение поставщика завершено;Выполнение работ по содержаниюдорогобщего пользования местного значения, находящихся на территории   МО г.Красноармейск, Красноармейского муниципального районаСаратовскойобласти;АДМИНИСТРАЦИЯ КРАСНОАРМЕЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;21.12.2020;3 791 231,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0160300005120000054;АДМИНИСТРАЦИЯ КРАСНОАРМЕЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД КРАСНОАРМЕЙСК КРАСНОАРМЕЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ ""КОМБИНАТ БЛАГОУСТРОЙСТВА""";;3 791 231,00;;;6442010895;;;
