Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 32109925233;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109925233;Подача заявок;Выполнение работ по устройству наружного освещения на объекте: «РеконструкцияавтодорогиТетюши - Камское Устье, км 30+900 - км 33+220 в Камско-Устьинском муниципальном районе РеспубликиТатарстан» в соответствии с условиями договора, ведомостями объемов работ (Приложение № 1 к договору субподряда), рабочей документацией, утвержденной ГКУ «Главтатдортранс»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТАВТОДОР""";26.01.2021;5 252 944,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000009;Подача заявок;Выполнение  проектно-изыскательских работ по капитальному ремонтудорогобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";26.01.2021;12 560 500,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000008;Подача заявок;Выполнение проектно-изыскательских работ  по ремонту дорожно-уличной сети г.Казани РеспубликиТатарстани ремонтуавтодорогг.Казани РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";26.01.2021;1 650 000,00 ₽;;;;;;;;;;;;;;
№ 0115200001121000022;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0115200001121000022;Подача заявок;Выполнение проектных и изыскательских работ по объекту: «Ремонт автомобильнойдорогиКомсомольское - Яльчики - Буинск (до границы РеспубликиТатарстан)на участке км 20+000 - км 29+500 в Яльчикском районе Чувашской Республики»;ГОСУДАРСТВЕННАЯ СЛУЖБА ЧУВАШСКОЙ РЕСПУБЛИКИ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ И ТАРИФАМ;25.01.2021;1 884 794,00 ₽;;;;;;;;;;;;;;
№ 0111300052321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300052321000001;Подача заявок;«Зимнее содержаниедорог, проездов, тротуаров, площадей, мостов, парковочных мест, парков, скверов, аллей в п.г.т. Актюбинский Азнакаевского муниципального района РТ на 2021г.»;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЗНАКАЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;25.01.2021;990 000,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000007;Подача заявок;Выполнение проектно-изыскательских работ по строительствуавтодорогобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";22.01.2021;17 090 730,00 ₽;;;;;;;;;;;;;;
№ 32109912797;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109912797;Подача заявок;Выполнение работ по переустройству наружного освещения на объекте «Реконструкция автомобильнойдорогиКукмор – Шемордан, км 5+400 – км 8+700 в Кукморском муниципальном районе РеспубликиТатарстан» в соответствии с условиями договора, ведомостью объемов работ (Приложение № 1 к договору субподряда), рабочей документацией, утвержденной ГКУ «Главтатдортранс»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТАВТОДОР""";21.01.2021;1 849 533,00 ₽;;;;;;;;;;;;;;
№ 32109912728;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109912728;Подача заявок;Выполнение работ по переустройству кабеля связи на объекте «Капитальный ремонтавтодороги«Казань – Ульяновск» - Татарское Бурнашево, км 0+050 – км 6+790 в Верхнеуслонском муниципальном районе РеспубликиТатарстан» в соответствии с условиями договора, ведомостью объемов работ (Приложение № 1 к договору субподряда), рабочей документацией, утвержденной ГКУ «Главтатдортранс»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТАВТОДОР""";21.01.2021;837 116,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000005;Подача заявок;Выполнение проектно-изыскательских работ по ремонтуавтодорогобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";21.01.2021;9 087 700,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000004;Подача заявок;Выполнение проектно-изыскательских работ по ремонтуавтодорогобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";21.01.2021;6 333 360,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000003;Подача заявок;Выполнение проектно-изыскательских работ по ремонтуавтодорогобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";20.01.2021;1 927 240,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000002;Подача заявок;Выполнение проектно-изыскательских работ на ремонт водопропускных труб наавтодорогахобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";20.01.2021;6 000 000,00 ₽;;;;;;;;;;;;;;
№ 0311200024921000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311200024921000001;Подача заявок;Выполнение проектно-изыскательских работ по ремонтуавтодорогобщего пользования РеспубликиТатарстан;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ СОДЕРЖАНИЯ И РАЗВИТИЯ ДОРОЖНО-ТРАНСПОРТНОГО КОМПЛЕКСАТАТАРСТАНАПРИ МИНИСТЕРСТВЕ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИТАТАРСТАН""";20.01.2021;11 509 800,00 ₽;;;;;;;;;;;;;;
№ 0111300064721000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300064721000002;Работа комиссии;Зимнее содержаниедорогМО пгт Карабаш;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ БУГУЛЬМИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;19.01.2021;350 000,00 ₽;;;;;;;;;;;;;;
№ 32109901870;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109901870;Подача заявок;Выполнение работ по электрохимической защите газопровода на объекте «РеконструкцияавтодорогиТетюши – Камское Устье, км 30+900 – км 33+220 в Камско-Устьинском муниципальном районе РеспубликиТатарстан» в соответствии с условиями договора, ведомостью объемов работ (Приложение № 1 к договору субподряда), рабочей документацией, утвержденной ГКУ «Главтатдортранс»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТАВТОДОР""";19.01.2021;1 048 684,00 ₽;;;;;;;;;;;;;;
№ 32109880235;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109880235;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ... . Волга, РеспубликаТатарстан(от пересечения с автомобильнойдорогойфедерального значения ...  — Ульяновск» до пересечения с автомобильнойдорогойрегионального значения «Сорочьи Горы – Шали ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;627 384 990,00 ₽;;;;;;;;;;;;;;
№ 32109880084;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109880084;Подача заявок;...  М-12 «Строящаяся скоростная автомобильнаядорогаМосква – Нижний Новгород – Казань» по ... , Чувашская Республика, РеспубликаТатарстан(от пересечения с автомобильнойдорогойфедерального значения ...  – Ульяновск» до пересечения с автомобильнойдорогойфедерального значения Р-241 «Казань ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";11.01.2021;223 026 514,83 ₽;;;;;;;;;;;;;;
№ 0111300064720000078;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300064720000078;Определение поставщика завершено;Содержаниедорогв г.Бугульма (зимнее);ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ БУГУЛЬМИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;26.12.2020;5 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0111300064720000078;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД БУГУЛЬМА БУГУЛЬМИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БУГУЛЬМА СЕРВИС""";;5 000 000,00;;;1645032550;;;
№ 0111300096620000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300096620000002;Подача заявок;Зимнее содержаниедорог;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ БАЗАРНО-МАТАКСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ АЛЬКЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;25.12.2020;350 000,00 ₽;;;;;;;;;;;;;;
№ 32009844655;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009844655;Работа комиссии;Конкурс в электронной форме на право заключения договора на оказание услуг по проведению лабораторных испытаний дорожно-строительных материалов, применяемых на объектах Государственной компании «Российские автомобильныедороги» на строящейся автомобильнойдорогеМ-12 «Москва- Нижний Новгород- Казань» в РеспубликеТатарстан(участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";24.12.2020;19 070 143,27 ₽;;;;;;;;;;;;;;
№ 0111300003020000090;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300003020000090;Определение поставщика завершено;Содержаниедорог, улиц и тротуаров во 2 квартале 2021 года;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АЛЕКСЕЕВСКИЙ РАЙОННЫЙ ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЕКСЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;23.12.2020;3 051 325,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0111300003020000090;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЕКСЕЕВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ АЛЕКСЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""";;3 051 325,00;;;1605005091;;;
№ 0111300003020000089;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300003020000089;Определение поставщика завершено;Зимнее содержаниедорог, улиц и тротуаров в феврале - марте 2021 года;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АЛЕКСЕЕВСКИЙ РАЙОННЫЙ ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЕКСЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;23.12.2020;2 994 943,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0111300003020000089;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЕКСЕЕВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ АЛЕКСЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""";;2 994 943,00;;;1605005091;;;
№ 0111300001220000119;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300001220000119;Определение поставщика завершено;техническое обслуживание уличного освещения города Агрыз  Агрызского муниципального района РеспубликиТатарстан;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АГРЫЗСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;22.12.2020;800 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0111300001220000119;"ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АГРЫЗ"" АГРЫЗСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНИК ТЕНДЕР""";1 - Победитель;692 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСЕРВИС-АГРЫЗ""";2 - Второй номер;696 000,00;;;1651084500;;;
№ 0111300001320000077;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300001320000077;Определение поставщика завершено;Оказание услуг по зимнему содержаниюдорогВысокогорского сельского поселения Высокогорского муниципального района РеспубликиТатарстан;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ ВЫСОКОГОРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН""";18.12.2020;1 200 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0111300001320000077;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ ВЫСОКОГОРСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ВЫСОКОГОРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКТОРИЯ""";1 - Победитель;1 086 000,00;Ахметгараев Ф. Р.;2 - Второй номер;1 092 000,00;;;1616022155;;;
№ 0111300029820000280;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300029820000280;Определение поставщика завершено;Содержаниедороги пешеходной зоны в зимний период по улицам, паркам города Нурлат;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ НУРЛАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИТАТАРСТАН;17.12.2020;2 500 503,98 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0111300029820000280;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ Г.НУРЛАТ НУРЛАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-УНИВЕРСАЛ""";;2 500 503,98;;;1611290560;;;
