Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0121600005621000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600005621000011;Подача заявок;Устройство и ремонт тротуара по улице Красная в селе Сухая Буйвола Петровского городского округаСтавропольскогокрая;АДМИНИСТРАЦИЯ ПЕТРОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;20.01.2021;3 027 000,00 ₽;;;;;;;;;;;;;;
№ 0121600005621000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600005621000010;Подача заявок;Ремонтдорогобщего пользования по улице Заречная, улице Молодёжная села Шангала Петровского городского округаСтавропольскогокрая;АДМИНИСТРАЦИЯ ПЕТРОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;20.01.2021;2 877 389,00 ₽;;;;;;;;;;;;;;
№ 0321500001921000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0321500001921000002;Подача заявок;выполнение работ по содержанию светофорных объектов на автомобильныхдорогахобщего пользования регионального или межмуниципального значения в Труновском, Изобильненском и Новоалександровском районахСтавропольскогокрая;"ТРУНОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯСТАВРОПОЛЬСКОГОКРАЯ ""СТАВАВТОДОР"" (ТРУНОВСКИЙ ФИЛИАЛ ГБУ СК ""СТАВАВТОДОР"")";20.01.2021;791 942,00 ₽;;;;;;;;;;;;;;
№ 0121600003821000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600003821000007;Работа комиссии;Выполнение работ по устройству тротуарной дорожки в парковой зоне по улице Шоссейная в поселке Радуга Новоалександровского городского округаСтавропольскогокрая;АДМИНИСТРАЦИЯ НОВОАЛЕКСАНДРОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;19.01.2021;1 586 629,00 ₽;;;;;;;;;;;;;;
№ 0121600003921000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600003921000002;Подача заявок;Устройство ограждения кладбища, обустройство подъездныхдорогв станице Рождественская Изобильненского городского округаСтавропольскогокрая;АДМИНИСТРАЦИЯ ИЗОБИЛЬНЕНСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;19.01.2021;3 199 919,92 ₽;;;;;;;;;;;;;;
№ 0121200004721000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0121200004721000005;Подача заявок;"Строительство объекта""Кавминводский велотерренкур""";КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;17.01.2021;2 707 468 780,00 ₽;;;;;;;;;;;;;;
№ 0121600013921000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600013921000002;Работа комиссии;Выполнение работ по ремонту участков автомобильнойдорогиобщего пользования местного значения «Подъезд к селу Первомайское» от автомобильнойдороги«Преградное-Тахта-Ипатово» (от села Первомайское до хутора Восточный) в Ипатовском городском округеСтавропольскогокрая (участок №2 и участок №3 (1 этап))»;АДМИНИСТРАЦИЯ ИПАТОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;16.01.2021;60 390 172,56 ₽;;;;;;;;;;;;;;
№ 0121600003821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600003821000001;Определение поставщика завершено;Выполнение работ по ремонту участка автомобильнойдорогиобщего пользования местного значения по ул.Школьная (от ул.Пушкина до дома №106) в селе Раздольное Новоалександровского городского округаСтавропольскогокрая;АДМИНИСТРАЦИЯ НОВОАЛЕКСАНДРОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;13.01.2021;13 303 297,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121600003821000001;АДМИНИСТРАЦИЯ НОВОАЛЕКСАНДРОВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ ИНДУСТРИЯ""";1 - Победитель;9 711 406,54;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК-3""";2 - Второй номер;9 777 923,03;;;;;;
№ 0321300206620000097;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0321300206620000097;Подача заявок;ремонт автомобильнойдорогиобщего пользования местного значения по ул. Горького (от ул. Садовой до ул. Первомайской), ул. Первомайской (частично) города Зеленокумска Советского городского округаСтавропольскогокрая;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО КОМПЛЕКСНОМУ ОБСЛУЖИВАНИЮ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ СОВЕТСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ""";30.12.2020;5 756 060,00 ₽;;;;;;;;;;;;;;
№ 0321300206620000096;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0321300206620000096;Подача заявок;ремонт автомобильнойдорогиобщего пользования местного значения по ул. Кашпарова (от ул. Заводской до ул. Островского) города Зеленокумска Советского городского округаСтавропольскогокрая;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО КОМПЛЕКСНОМУ ОБСЛУЖИВАНИЮ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ СОВЕТСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ""";30.12.2020;4 851 960,00 ₽;;;;;;;;;;;;;;
№ 0321300206620000095;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0321300206620000095;Подача заявок;ремонт автомобильнойдорогиобщего пользования местного значения по переулку Крупской 1,2,3 линии города Зеленокумска Советского городского округаСтавропольскогокрая;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО КОМПЛЕКСНОМУ ОБСЛУЖИВАНИЮ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ СОВЕТСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ""";30.12.2020;3 468 955,00 ₽;;;;;;;;;;;;;;
№ 0121200004720001542;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001542;Определение поставщика завершено;Ремонт участка автомобильнойдорогиобщего пользования местного значения по ул. Мира (от дома № 2) в п. Артезианский Новоселицкого районаСтавропольскогокрая (0,355 км.), Ремонт участка автомобильнойдорогиобщего пользования местного значения по ул. М. Наргана (от дома № 112/2) в селе Журавское Новоселицкого районаСтавропольскогокрая (1,157 км.);КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;30.12.2020;9 716 147,94 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200004720001542;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЖУРАВСКОГО СЕЛЬСОВЕТА НОВОСЕЛИЦКОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС""";1 - Победитель;7 041 384,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ВОСТОК""";2 - Второй номер;7 090 419,26;;;;;;
№ 0121300021920000074;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300021920000074;Определение поставщика завершено;Выполнение работ по ремонту автомобильныхдорогобщего пользования, расположенных на территории села Владимировка в 2021 году;АДМИНИСТРАЦИЯ ЛЕВОКУМСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСТАВРОПОЛЬСКОГОКРАЯ;30.12.2020;11 349 204,49 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300021920000074;АДМИНИСТРАЦИЯ ЛЕВОКУМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИЦ""";1 - Победитель;9 079 363,45;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОДОР""";2 - Второй номер;9 136 109,48;;;2614021285;;;
№ 0121200004720001541;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001541;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования местного значения по пер. Вольному с. Покойное муниципального образования Покойненского сельсовета Будённовского районаСтавропольскогокрая;КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;30.12.2020;4 140 005,95 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200004720001541;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ПОКОЙНЕНСКОГО СЕЛЬСОВЕТА БУДЕННОВСКОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ВОСТОК""";;4 119 305,92;;;2624032832;;;
№ 0121300021920000073;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300021920000073;Определение поставщика завершено;Выполнение работ по ремонту автомобильныхдорогобщего пользования, расположенных на территории села Левокумского в 2021 году;АДМИНИСТРАЦИЯ ЛЕВОКУМСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСТАВРОПОЛЬСКОГОКРАЯ;30.12.2020;14 468 040,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300021920000073;АДМИНИСТРАЦИЯ ЛЕВОКУМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИЦ""";1 - Победитель;11 574 432,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОДОР""";2 - Второй номер;11 646 772,20;;;2614021285;;;
№ 0121200004720001540;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001540;Определение поставщика завершено;"«Ремонт участка автомобильнойдорогиобщего пользования местного значения по  ...  районаСтавропольскогокрая» (0,799); «Ремонт участка №2 автомобильнойдороги...  районаСтавропольскогокрая» (0,700); «Ремонт участка №1 автомобильнойдороги... ») в селе Китаевское Новоселицкого районаСтавропольскогокрая (2 этап) ...";КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;30.12.2020;8 427 380,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200004720001540;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛА КИТАЕВСКОГО НОВОСЕЛИЦКОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ВОСТОК""";1 - Победитель;7 121 136,10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВКАВДОРСТРОЙ-КОМПАНИ""";2 - Второй номер;7 163 273,00;;;2624032832;;;
№ 0121300021120000185;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300021120000185;Работа комиссии;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения в  городе-курорте Железноводске и в пос. Иноземцево.;АДМИНИСТРАЦИЯ ГОРОДА-КУРОРТА ЖЕЛЕЗНОВОДСКАСТАВРОПОЛЬСКОГОКРАЯ;30.12.2020;49 124 203,67 ₽;;;;;;;;;;;;;;
№ 0121200004720001539;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001539;Определение поставщика завершено;Ремонт участка автомобильнойдорогиобщего пользования местного значения «Въезд в село Каменная Балка от а/д «Дивное-Рагули-Арзгир» Арзгирского районаСтавропольскогокрая;КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;30.12.2020;2 410 002,36 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200004720001539;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛА КАМЕННАЯ БАЛКА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙГРАД""";;2 410 002,36;;;2604800204;;;
№ 0121300031720000073;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0121300031720000073;Подача заявок;Выполнение подрядных работ по ремонту автомобильнойдорогиобщего пользования местного значения муниципального района, являющейся собственностью Буденновского муниципального района «Подъезд к х.Горный» от а/д «Кочубей-Зеленокумск-Минеральные Воды» с км 0+000 по км 4+875 (км 0+038 по км 3+300) для обеспечения муниципальных нужд;АДМИНИСТРАЦИЯ БУДЕННОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;29.12.2020;20 237 483,82 ₽;;;;;;;;;;;;;;
№ 0121200004720001538;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001538;Определение поставщика завершено;"Ремонт автомобильнойдороги, расположенной по адресу: Российская Федерация,Ставропольскийкрай, Андроповский район, село Дубовая Балка, улица Школьная, сооружение 1;Ремонт автомобильнойдороги, расположенной по адресу: Российская Федерация,Ставропольскийкрай, Андроповский район, сельское поселение Водораздельный сельсовет, Водораздел село, Садовый переулок, сооружение 10";КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;29.12.2020;9 009 556,70 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200004720001538;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ВОДОРАЗДЕЛЬНОГО СЕЛЬСОВЕТА АНДРОПОВСКОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОГИ""";1 - Победитель;6 261 600,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГДОРСТРОЙ""";2 - Второй номер;6 306 689,22;;;;;;
№ 0121200004720001534;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001534;Работа комиссии;Ремонт участка автомобильнойдорогиобщего пользования местного значения по ул. Новая в поселке Щелкан Новоселицкого районаСтавропольскогокрая, ремонт участка автомобильнойдорогиобщего пользования местного значения по ул. Хрюкина (от ул. Школьная) в поселке Щелкан Новоселицкого районаСтавропольскогокрая;КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;29.12.2020;4 466 424,00 ₽;;;;;;;;;;;;;;
№ 0121600014120000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600014120000007;Определение поставщика завершено;Ремонт участков автомобильныхдорогобщего пользования местного значения улица Советская (от дома №38 до дома №68), улица Гагарина (от дома №1 до дома №70)  в станице Старопавловской Кировского городского округаСтавропольскогокрая;СТАРОПАВЛОВСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;29.12.2020;10 972 994,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121600014120000007;СТАРОПАВЛОВСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГ-ДОРСТРОЙ""";1 - Победитель;7 723 469,56;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГДОРСТРОЙ""";2 - Второй номер;7 778 334,53;;;;;;
№ 0121600011820000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600011820000003;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования местного значения по ул. Титова (от ул. Новая до ул. Кавказская) в поселке Комсомолец  Кировского городского округаСтавропольскогокрая;КОМСОМОЛЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГАСТАВРОПОЛЬСКОГОКРАЯ;29.12.2020;8 169 785,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121600011820000003;КОМСОМОЛЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГ-ДОРСТРОЙ""";1 - Победитель;5 877 453,21;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРСЕЛЬ И КОМПАНИЯ""";2 - Второй номер;5 918 302,14;;;;;;
№ 0121200004720001532;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200004720001532;Определение поставщика завершено;"""Ремонт участка автомобильнойдорогиобщего пользования местного значения по ул. Дзержинского (от дома № 1 до пер. К.Цеткин) в селе Чернолесском Новоселицкого районаСтавропольскогокрая (1 участок), ремонт автомобильнойдорогиобщего пользования местного значения по ул. Свердлова в селе Чернолесском Новоселицкого районаСтавропольскогокрая""";КОМИТЕТСТАВРОПОЛЬСКОГОКРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;28.12.2020;9 821 208,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200004720001532;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛА ЧЕРНОЛЕССКОГО НОВОСЕЛИЦКОГО РАЙОНА СТАВРОПОЛЬСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ВОСТОК""";1 - Победитель;7 611 436,20;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС""";2 - Второй номер;7 660 542,24;;;2624032832;;;
