Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0172300001220000045;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172300001220000045;Определение поставщика завершено;"Услуги по планировке ландшафта;Дорогиавтомобильные, в том числе улично-дорожная сеть, и прочие автомобильные и пешеходныедороги; Услуги по чистке и уборке прочие, не включенные в другие группировки";МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯСАНКТ-ПЕТЕРБУРГАМУНИЦИПАЛЬНОГО ОКРУГА №72;30.12.2020;12 741 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172300001220000045;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ САНКТ-ПЕТЕРБУРГА МУНИЦИПАЛЬНОГО ОКРУГА №72;;Принято решение о признании только одного участника закупки, подавшего заявку на участие в электронном аукционе, его участником. По результатам рассмотрения заявки единственного участника, данная заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. (п. 3 ч.2 ст. 71);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ ПО УБОРКЕ И БЛАГОУСТРОЙСТВУ ТЕРРИТОРИИ ""ЭНЕРГИЯ""";;12 741 000,00;;;7819039839;;;
№ 0372200062820000030;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372200062820000030;Определение поставщика завершено;Выполнение работ по текущему ремонту асфальтового покрытия у здания ГБОУ СОШ №383 Красносельского районаСанкт-Петербургапо адресу:Санкт-Петербург, ул. Авангардная, д. 21,литера А в 2021 году;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 383 КРАСНОСЕЛЬСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;30.12.2020;317 428,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372200062820000030;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 383 КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПОЛЛОН""";1 - Победитель;283 412,86;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОАД-21""";2 - Второй номер;285 000,00;;;7811746709;;;
№ 32009869891;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009869891;Работа комиссии;Выполнение проектно-изыскательских и строительно-монтажных работ по строительству котельной, расположенной по адресу: г.Санкт-Петербург, территория, ограниченная Михайловскойдорогой, дорогойна Каменку, границами территориальных зон ТЗЖ2, Т1Ж2-2, этап 1;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИЙ КОМПЛЕКССАНКТ-ПЕТЕРБУРГА""";30.12.2020;100 266 666,67 ₽;;;;;;;;;;;;;;
№ 0336100012520000150;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000150;Подача заявок;"Подготовка проектной документации и выполнение инженерных изысканий. Расходы на мероприятия по повышению уровня обустройства автомобильныхдорогфедерального значения. Строительство акустического экрана на автомобильнойдорогеМ-10 ""Россия"" Москва – Тверь – Великий Новгород –Санкт-Петербургна участке км 174 – км 175 (лево), Тверская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;1 180 000,00 ₽;;;;;;;;;;;;;;
№ 0336100012520000149;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000149;Подача заявок;Строительный контроль при проведении работ по объекту: «Ремонт моста через реку Ситня на км 102+022 автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов - Псков, Новгородская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;2 031 645,25 ₽;;;;;;;;;;;;;;
№ 0172300000120000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172300000120000014;Определение поставщика завершено;Выполнение работ по содержанию территорий,  расположенных в границах МО Северный в 2021 году.;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯСАНКТ-ПЕТЕРБУРГАМУНИЦИПАЛЬНЫЙ ОКРУГ СЕВЕРНЫЙ;29.12.2020;7 027 310,52 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172300000120000014;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ САНКТ-ПЕТЕРБУРГА МУНИЦИПАЛЬНЫЙ ОКРУГ СЕВЕРНЫЙ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГЕНТСТВО ПО ДОРОЖНОМУ И КОММУНАЛЬНОМУ ХОЗЯЙСТВУ КАЛИНИНСКОГО РАЙОНА""";;7 027 310,52;;;7804340232;;;
№ 0872200000220000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0872200000220000023;Определение поставщика завершено;Оказание услуг по обеспечению оплаты парковочной сессии за пользование платными парковками (парковочными местами), расположенными на автомобильныхдорогахобщего пользования, и приему платежей и зачислению денежных средств в казначейство на лицевой счет администратора доходов с 01.02.2021 г. по 31.03.2021;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЙ ЦЕНТР УПРАВЛЕНИЯ ПАРКОВКАМИСАНКТ-ПЕТЕРБУРГА""";29.12.2020;1 488 372,94 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0872200000220000023;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЙ ЦЕНТР УПРАВЛЕНИЯ ПАРКОВКАМИ САНКТ-ПЕТЕРБУРГА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННЫЙ РЕЗЕРВНЫЙ БАНК""";;1 488 372,94;;;6454002730;;;
№ 32009864663;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009864663;Подача заявок;...  геоинформационной системы автомобильныхдорогГосударственной компании «Российские автомобильныедороги»: М-1 «Беларусь ...  – Новороссийск, М-11 «Москва-Санкт-Петербург», А 105 «Подъезднаядорогаот Москвы к ...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ИНЖИНИРИНГ""";29.12.2020;18 269 254,00 ₽;;;;;;;;;;;;;;
№ 32009863503;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009863503;Закупка завершена;Оказание услуг по оформлению банковской гарантии для обеспечения муниципального контракта, на выполнение работ по содержаниюдорог, расположенных в пределах границ внутригородского муниципального образования поселка Комарово в 2021 году;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ ""КУРОРТНОЕ""";29.12.2020;88 466,08 ₽;;;;;;;;;;;;;;
№ 32009862814;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009862814;Закупка завершена;Поставка технической соли (концентрат минеральный - галит, обработанный антислеживателем) для приготовления песко-соляной смеси для обработки автомобильныхдорогрегионального значения в зимний период 2020-2021 гг.;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";29.12.2020;23 701 000,00 ₽;;;;;;;;;;;;;;
№ 0336100012520000148;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000148;Подача заявок;Строительный контроль при проведении работ по объекту: «Капитальный ремонт автомобильнойдорогиМ-10 «Россия» Москва – Тверь – Великий Новгород –Санкт-Петербургна участке км 271+000 – км 292+000, Тверская область. I этап км 271+000 – км 281+500.»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";28.12.2020;11 002 526,75 ₽;;;;;;;;;;;;;;
№ 32009855006;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009855006;Закупка завершена;Поставка соли (концентрат минеральный - галит, высший сорт) для приготовления растворов для обработки автомобильныхдорогрегионального значения в зимний период 2020-2021 гг;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";28.12.2020;256 000,00 ₽;;;;;;;;;;;;;;
№ 32009852543;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009852543;Закупка завершена;Поставка соли (концентрат минеральный - галит, высший сорт) для приготовления растворов для обработки автомобильныхдорогрегионального значения в зимний период 2020-2021 гг;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";26.12.2020;256 000,00 ₽;;;;;;;;;;;;;;
№ 32009850559;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009850559;Закупка завершена;на право заключения договора на услуги по содержанию и уборке автомобильныхдорог, объектов дорожной инфраструктуры и прочих территорийСанкт-Петербурга;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОДОР""";25.12.2020;29 538 400,00 ₽;;;;;;;;;;;;;;
№ 32009847572;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009847572;Закупка завершена;Поставка соли (концентрат минеральный - галит, высший сорт) для приготовления растворов для обработки автомобильныхдорогрегионального значения в зимний период 2020-2021 гг;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";25.12.2020;256 000,00 ₽;;;;;;;;;;;;;;
№ 0336100012520000147;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000147;Подача заявок;Строительный контроль при проведении работ по объекту: «Ремонт автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов – Псков на участке км 90+000 – км 101+400, Новгородская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.12.2020;3 163 040,80 ₽;;;;;;;;;;;;;;
№ 32009844917;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009844917;Закупка завершена;на выполнение работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга, включенных в Перечни автомобильныхдорогобщего и необщего пользования регионального значения вСанкт Петербурге, во втором полугодии 2020 года для обеспечения государственных нуждСанкт-Петербурга.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";24.12.2020;5 140 877,22 ₽;;;;;;;;;;;;;;
№ 32009844812;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009844812;Работа комиссии;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6824/ОАЭ-ЦДИ/20 на право заключения договора оказания услуг по техническому обслуживанию автоматизированных систем управления, механизмов и электротехнических устройств механизмов разводки разводных железнодорожных мостов, расположенных в городеСанкт-Петербурге;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";24.12.2020;1 366 354,94 ₽;;;;;;;;;;;;;;
№ 0172200002520000327;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172200002520000327;Подача заявок;"Выполнение работ по ремонтудорогобщего пользования регионального значенияСанкт-Петербургав рамках реализации адресной программы ремонтадорогпо целевой статье ""Расходы на ремонт автомобильныхдорог"".  Лот: Южные административные районыСанкт-Петербургадля нуждСанкт-Петербурга";КОМИТЕТ ПО ГОСУДАРСТВЕННОМУ ЗАКАЗУСАНКТ-ПЕТЕРБУРГА;24.12.2020;2 993 801 896,86 ₽;;;;;;;;;;;;;;
№ 0172200002520000326;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172200002520000326;Подача заявок;"Выполнение работ по ремонтудорогобщего пользования регионального значенияСанкт-Петербургав рамках реализации адресной программы ремонтадорогпо целевой статье ""Расходы на ремонт автомобильныхдорог"".  Лот: Северные административные районыСанкт-Петербургадля нуждСанкт-Петербурга(3 этап)";КОМИТЕТ ПО ГОСУДАРСТВЕННОМУ ЗАКАЗУСАНКТ-ПЕТЕРБУРГА;24.12.2020;2 994 254 157,58 ₽;;;;;;;;;;;;;;
№ 32009843879;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009843879;Закупка завершена;Поставка соли (концентрат минеральный - галит, высший сорт) для приготовления растворов для обработки автомобильныхдорогрегионального значения в зимний период 2020-2021 гг;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";24.12.2020;256 000,00 ₽;;;;;;;;;;;;;;
№ 32009843803;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009843803;Закупка завершена;Поставка соли (концентрат минеральный - галит, высший сорт) для приготовления растворов для обработки автомобильныхдорогрегионального значения в зимний период 2020-2021 гг;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";24.12.2020;256 000,00 ₽;;;;;;;;;;;;;;
№ 32009843712;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009843712;Закупка завершена;Поставка пешеходных ограждений и силовых дорожных ограждений барьерного типа для производства работ по ремонту и содержанию автомобильныхдорогрегионального значенияСанкт-Петербургапо заявкам Заказчика;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""ЦЕНТР""";24.12.2020;300 000,00 ₽;;;;;;;;;;;;;;
№ 32009839481;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009839481;Закупка отменена;Выполнение проектно-изыскательских и строительно-монтажных работ по строительству тепловой сети для подключения объекта по адресу: г.Санкт-Петербург, территория, ограниченная Михайловскойдорогой, дорогойна Каменку, границами территориальных зон ТЗЖ2, Т1Ж2-2, этап 1;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИЙ КОМПЛЕКССАНКТ-ПЕТЕРБУРГА""";23.12.2020;27 450 000,00 ₽;;;;;;;;;;;;;;
№ 0336100012520000146;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000146;Подача заявок;Капитальный ремонт автомобильнойдорогиМ-10 «Россия» Москва – Тверь – Великий Новгород –Санкт-Петербургна участке км 271+000 – км 292+000, Тверская область. I этап км 271+000 – км 281+500.;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";23.12.2020;1 352 044 311,00 ₽;;;;;;;;;;;;;;
