Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0330100010520000135;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010520000135;Определение поставщика завершено;"Установка комплексов фотовидеофиксации нарушенийправил дорожного движения на участках км 716+731 (средняя скорость сустановленным комплексом на км 724+250), км 735+900 – 753+650 (средняяскорость), км 790+500 – км 805+500 (средняя скорость), км 840+509, автомобильнойдорогиобщего пользования федерального значения М-8 ""Холмогоры""Москва –Ярославль– Вологда – Архангельск (в Архангельской области)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;18 303 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000135;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНЫЕ МОНИТОРИНГОВЫЕ СИСТЕМЫ""";1 - Победитель;18 212 385,47;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСРОБОТ""";2 - Второй номер;18 212 385,47;;;9731039472;;;
№ 0330100010520000134;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010520000134;Определение поставщика завершено;"Установка комплексов фотовидеофиксации нарушенийправил дорожного движения на участках км 1219+339 (справа) - км 1224+555(справа) (средняя скорость), км 1219+237 (слева) - км 1224+856 (слева) (средняяскорость), км 978+500–985+500 (средняя скорость), автомобильнойдорогиобщегопользования федерального значения М-8 ""Холмогоры"" Москва –Ярославль– Вологда – Архангельск (в Архангельской области)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;18 303 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000134;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНЫЕ МОНИТОРИНГОВЫЕ СИСТЕМЫ""";1 - Победитель;18 212 385,47;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСРОБОТ""";2 - Второй номер;18 212 385,47;;;9731039472;;;
№ 0171200001920002689;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920002689;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения городаЯрославляв 2021 году (лот 1);ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗАЯРОСЛАВСКОЙОБЛАСТИ;28.12.2020;326 215 728,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920002689;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АГЕНТСТВО ПО МУНИЦИПАЛЬНОМУ ЗАКАЗУ ЖКХ"" ГОРОДА ЯРОСЛАВЛЯ";Согласование не проводилось;;По результатам рассмотрения вторых частей заявок принято решение о соответствии указанным требованиям только одной второй части заявки на участие в нем (ч.13 ст.69 Закона № 44-ФЗ).;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЫБИНСКОЕ УМСР""";;;;;;;
№ 32009849395;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009849395;Закупка завершена;Проведение периодических проверок работниковЯрославскогоотряда филиала ФГП ВО ЖДТ России на Северной железнойдорогев г. Кострома;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";25.12.2020;89 400,00 ₽;;;;;;;;;;;;;;
№ 32009848236;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009848236;Закупка завершена;Проведение периодических проверок работниковЯрославскогоотряда филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Ярославль;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";25.12.2020;568 300,00 ₽;;;;;;;;;;;;;;
№ 0371200001920000041;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0371200001920000041;Определение поставщика завершено;оказание услуг по обеспечению функционирования передвижных комплексов автоматической фотофиксации нарушений правил дорожного движения РФ «Арена» в режиме реального времени на автомобильныхдорогахДаниловского муниципального районаЯрославскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕЯРОСЛАВСКОЙОБЛАСТИ ""ЯРОСЛАВСКАЯОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";24.12.2020;445 500,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0371200001920000041;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙВЭЙ""";1 - Победитель;443 500,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""КЕДР""";2 - Второй номер;445 500,00;;;7606095300;;;
№ 0371200001920000040;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0371200001920000040;Определение поставщика завершено;оказание услуг по обеспечению функционирования передвижных комплексов автоматической фотофиксации нарушений правил дорожного движения РФ «Арена» в режиме реального времени на автомобильныхдорогахПервомайского муниципального районаЯрославскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕЯРОСЛАВСКОЙОБЛАСТИ ""ЯРОСЛАВСКАЯОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";24.12.2020;445 500,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0371200001920000040;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙВЭЙ""";1 - Победитель;443 500,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""КЕДР""";2 - Второй номер;445 500,00;;;7606095300;;;
№ 0171300012720000161;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171300012720000161;Определение поставщика отменено;Выполнение работ по зимнему содержанию автомобильныхдорогобщего пользования местного значения в границах и вне границ населенных пунктов на территории сельского поселения Некрасовское, Некрасовского района,Ярославскойобласти;АДМИНИСТРАЦИЯ НЕКРАСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЯРОСЛАВСКОЙОБЛАСТИ;23.12.2020;5 667 622,51 ₽;;;;;;;;;;;;;;
№ 32009825776;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009825776;Закупка завершена;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4523/ЗКТЭ-СЕВ/20 на право заключения договора оказания услуг по организации и проведению культурно-массовых мероприятий (ДК и ТЖ узлаЯрославль-Главный);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";21.12.2020;3 296 623,91 ₽;;;;;;;;;;;;;;
№ 0330100010520000131;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000131;Подача заявок;"Защита моста через р. Емца на км 1060+638автомобильнойдорогиМ-8 ""Холмогоры"" Москва -Ярославль- Вологда -Архангельск, г. Емецк (0,0км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;14 052 885,00 ₽;;;;;;;;;;;;;;
№ 0330100010520000130;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010520000130;Подача заявок;"Защита моста через р. Сухона на км 495+590автомобильнойдорогиМ-8 ""Холмогоры"" Москва -Ярославль- Вологда -Архангельск, пос. Литега (0,2км) от актов незаконного вмешательства";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";21.12.2020;12 219 595,50 ₽;;;;;;;;;;;;;;
№ 0171300004420000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171300004420000024;Определение поставщика завершено;Зимнее содержание автомобильныхдорогместного значения, перекрестков улиц и прилегающих территорий в границах населенных пунктов городского поселения ЛюбимЯрославскойобласти на 2021 год (уборка снега с дорожного полотна);АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЛЮБИМЯРОСЛАВСКОЙОБЛАСТИ;18.12.2020;880 848,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171300004420000024;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЛЮБИМ ЯРОСЛАВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЮБИМСКАЯ СЕЛЬХОЗТЕХНИКА""";;880 848,00;;;7618000013;;;
№ 0171200001920002619;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0171200001920002619;Подача заявок;Капитальный ремонт участка автомобильнойдороги Ярославль- Рыбинск в Тутаевском муниципальном районеЯрославскойобласти;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗАЯРОСЛАВСКОЙОБЛАСТИ;18.12.2020;255 513 499,20 ₽;;;;;;;;;;;;;;
№ 0373200017520001446;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0373200017520001446;Определение поставщика завершено;Поставка смазочных материалов и технологических жидкостей (совместная закупка);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";18.12.2020;6 413 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0373200017520001446;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК ЛОСИНООСТРОВСКОГО РАЙОНА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК БАБУШКИНСКОГО РАЙОНА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА МАРФИНО""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК ОСТАНКИНСКОГО РАЙОНА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЛИАНОЗОВО""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК ЯРОСЛАВСКОГО РАЙОНА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ МЕДВЕДКОВО""";;;Да;;;
№ 0309300012320000170;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309300012320000170;Определение поставщика завершено;Ремонтавтодорогипо ул.Псковская от ул. Волгоградской до ул.Ярославскойв г.о. Саранск;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА САРАНСК ""ДИРЕКЦИЯ КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА""";17.12.2020;4 436 959,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0309300012320000170;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА САРАНСК ""ДИРЕКЦИЯ КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР""";1 - Победитель;4 148 556,60;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАПО-ТРАНС""";2 - Второй номер;4 170 741,40;;;5837053631;;;
№ 32009816327;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009816327;Работа комиссии;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 4489/ЗКТЭ-СЕВ/20 на право заключения договоров поставки товарно-материальных ценностей для нужд дистанций гражданских сооружений.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";17.12.2020;;;;;;;;;;;;;;;
№ 0171300004420000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171300004420000023;Определение поставщика завершено;Зимнее содержание автомобильныхдороги прилегающих территорий городского поселения ЛюбимЯрославскойобласти на 2021 год (уборка снега с дорожного полотна);АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЛЮБИМЯРОСЛАВСКОЙОБЛАСТИ;17.12.2020;328 275,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171300004420000023;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЛЮБИМ ЯРОСЛАВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Камратов А. В.;;328 275,60;;;Да;;;
№ 0171300007920000091;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171300007920000091;Определение поставщика завершено;услуги по подметанию и уборке снега (зимнее содержание автомобильныхдорог)вне границ населенных пунктов на территории Даниловского сельского поселения с момента заключения Муниципального контракта по 30 апреля 2021 года;АДМИНИСТРАЦИЯ ДАНИЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЯРОСЛАВСКОЙОБЛАСТИ;16.12.2020;1 169 805,84 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171300007920000091;АДМИНИСТРАЦИЯ ДАНИЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ДАНИЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЯРОСЛАВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Коровин В. О.;;1 169 805,84;;;Да;;;
№ 0171300013420000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171300013420000015;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдороггородского поселения Пошехонье в зимний период 2021 года (январь – март);МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ПОШЕХОНЬЕ ПОШЕХОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЯРОСЛАВСКОЙОБЛАСТИ;16.12.2020;999 480,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171300013420000015;МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ПОШЕХОНЬЕ ПОШЕХОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЯРОСЛАВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯРДОРМОСТ""";;999 480,00;;;7627051656;;;
